supernova_mag_boost supernova_mag_stretch em_syserr inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance Ebv log_likelihood log_prior
0.5834224055620982 0.6418300829509535 0.06851793774037568 0.03403237743369994 53.419607292349085 0.22194492561933984 2.0089045304307156 2.57453565744125 -0.6321573511847332 -6.304255866009566 0.0 1981.0 0.0 63.99433116082149 -9.848563936158921
0.6383859633435094 0.6578060044132605 0.05234542112953945 0.02870937890792415 53.58881470300344 0.20009052105642716 1.7247708227545102 2.6279272016262762 -0.6513532609115709 -6.368556184872832 0.0 1981.0 0.0 64.53709452603499 -9.579332827355035
0.6151592553735616 0.6630044717600697 0.06613226395209379 0.03304296590654582 53.69195813246537 0.282663039316584 2.9051240736959194 2.6306568218237443 -1.4512004481314564 -5.6848845598912 0.0 1981.0 0.0 64.638479960665 -9.813125096321045
0.6043004593809007 0.649895958511862 0.05111104388756127 0.029276783557481405 54.36716113099217 0.2187013035268207 2.47876342691119 2.7844294574386583 -1.2184037435991635 -6.796574525317253 0.0 1981.0 0.0 64.64052044631939 -9.555468957251037
0.5937567617941886 0.6616076110221562 0.07938146356782595 0.055798779628898176 53.444863122371736 0.2906434721495691 2.9862166913500214 2.5698366426686916 -1.3993554051827415 -5.489816551684301 0.0 1981.0 0.0 64.95825214344947 -9.995733245021658
0.601109886305295 0.6565700769954117 0.043838234636054046 0.024057822907719316 52.489408532281885 0.2375038682660081 0.8736177042940874 2.7615562577981856 -0.3967330712870316 -4.6170292036591665 0.0 1981.0 0.0 65.13427046623147 -9.401974733839133
0.5749313563476921 0.6703561237570127 0.07535845038670148 0.12591471224202036 52.92461173927539 0.2381000132163102 2.7390583037548026 2.3414779303245847 -0.889204783505475 -5.369825372612203 0.0 1981.0 0.0 65.2244803961752 -9.943724427595875
0.6327128834943689 0.67113913459828 0.07375641225775997 0.07140331364224578 53.799638170037184 0.1919601106035498 2.4981292146530105 2.365514595286338 -0.7526477579416486 -6.989985309119305 0.0 1981.0 0.0 65.44258001152835 -9.922236297656635
0.5677920507258225 0.6588218040961156 0.06311691661691417 0.03854207257531105 51.79585373122201 0.2509967242070509 0.5174241466093825 2.713914748019527 -0.43479698983430737 -3.2760338855380766 0.0 1981.0 0.0 65.5214450154509 -9.76645718615087
0.562623250955947 0.6388446048839113 0.07229995933420541 0.08077705384349261 52.067331831343154 0.19994736549523373 1.1525771976663126 2.351801876071694 -0.19847104699971307 -4.274415994902072 0.0 1981.0 0.0 65.83129880808141 -9.902291927053785
0.616254130113548 0.671106901261473 0.04649241145813835 0.017974803484000754 52.80898760347614 0.27127276251340043 1.754407321689591 2.696835472830555 -0.5769789352426891 -5.257028526353459 0.0 1981.0 0.0 66.17215812407807 -9.460757465175355
0.6302772806206223 0.6627185325861811 0.056559369168411124 0.0436352986511229 53.61338374164884 0.2402360223241102 2.312514092690048 2.6525590327797404 -0.08538269972924883 -7.704505788044145 0.0 1981.0 0.0 66.30181145568858 -9.656759228557828
0.5975911340752962 0.6328439247194938 0.07318054853208326 0.08240077659224593 52.09682308633585 0.17457066995215495 0.8501990607142575 2.298609009949138 -0.027054045938548654 -4.3670728992432215 0.0 1981.0 0.0 66.37904303333987 -9.914398015567002
