supernova_mag_boost supernova_mag_stretch em_syserr inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance Ebv log_likelihood log_prior
0.7732234031264786 0.6577019390449527 0.4394231934247233 0.26953083166496894 55.34991312095924 0.29144476951105674 -1.3815486350830106 2.5221105983127416 -1.170078499840427 -6.574381557158459 0.0 1981.0 0.0 -50.445980511038826 -11.70693130321333
0.6261606464837497 0.7644485698232406 0.42549401864421726 0.20843704571869365 54.87699974728181 0.2547598081663392 1.9680074150850828 2.4292647163146674 -0.4374678210452796 -8.954678960879928 0.0 1981.0 0.0 -50.28298476260503 -11.674719251022587
1.0886686360408637 0.8377226835127727 0.37396129887701923 0.2089894356277165 55.35486735900587 0.2643742794609866 2.2604781295440475 2.4559219089197337 -0.3792657919165485 -9.948844247717547 0.0 1981.0 0.0 -50.196199177391 -11.545620673470111
0.9316063201735512 0.7456807426654624 0.3686787598479708 0.27591977351948355 56.588028838625675 0.2915289006641724 -0.1161121265028573 2.481576484213536 -2.687947739724159 -6.573035094837637 0.0 1981.0 0.0 -48.65768872114561 -11.531394055705459
1.08797620899146 0.6325940579973018 0.29433380100619166 0.1757215097487664 54.17474453100663 0.20581889764077854 -0.6901663711642829 2.441384922617863 -0.6335593902111203 -5.981254576139235 0.0 1981.0 0.0 -48.402885893457345 -11.306182861205443
0.7829525186922037 0.651069256082803 0.21764703839815622 0.257164377319448 54.87723110718502 0.26517741105512066 1.0598704415869857 2.472772441570191 -1.4887629745579618 -6.5029446805626705 0.0 1981.0 0.0 -48.101915589843024 -11.004343021078132
1.0387469053606457 0.7881825881944383 0.3023706427907559 0.06523960598573163 55.0537416102808 0.08455210275152047 -4.528289367369057 2.4449292389657336 -1.4245472636781016 -4.0264140730909945 0.0 1981.0 0.0 -47.760967717309484 -11.333121919222684
0.6939721767026601 0.7418815945602639 0.2641732202593037 0.12614770604010242 54.186489754394 0.1609999500997406 0.2369850442058521 2.5256745038205497 -0.9783473507062066 -5.908356804141933 0.0 1981.0 0.0 -47.027395454531614 -11.198073385676516
1.1559704275040348 0.7518762409627525 0.3417048416497416 0.16566421137940193 55.311048548777286 0.21303619246650987 0.34761475143041576 2.4772681811165698 -0.692010110692741 -8.427263895093995 0.0 1981.0 0.0 -46.99045160871968 -11.455415688669007
1.0199042784011407 0.6645906951751224 0.35970317995778744 0.06391130931133478 55.03842889429468 0.11407249225131971 -1.3660412671478293 2.420295627284023 -1.8483900738805192 -5.181071299238088 0.0 1981.0 0.0 -46.98204208948845 -11.506747551594074
1.1954146493702211 0.5925937869624583 0.30675231735982234 0.17092672943154594 56.1228799834912 0.2118114173625693 2.0572065357818197 2.4562272475258506 -1.8262120248592395 -8.693783957479905 0.0 1981.0 0.0 -46.97112101136242 -11.347508998466079
0.8684875396122287 0.7270049815442915 0.34129454495189565 0.061414766387927415 56.02192488464122 0.22554314867993466 2.923026602203908 2.4923007487567403 -1.89818354419414 -8.860982833938756 0.0 1981.0 0.0 -46.93895362344529 -11.454214232986178
0.9147589992355707 0.6646801506442167 0.3844704176192129 0.10478089342473701 53.86347518439002 0.16137208090137417 -0.09786867263373811 2.455472695636632 -0.3751508989496042 -6.426700866147819 0.0 1981.0 0.0 -46.8483463052263 -11.573335209062993
0.8658559761342897 0.6892872454519264 0.24612611291537081 0.14488009462119536 56.7639997048941 0.2010785755436231 0.836804813405835 2.454575596058022 -2.857657094585563 -7.407437141121822 0.0 1981.0 0.0 -46.75190379369774 -11.127312419046
0.961772150202953 0.608826082580424 0.35321564255897636 0.23700071091374494 55.81548279394803 0.3030804703380981 2.639505643057076 2.450582915760584 -2.285369384325092 -7.8747182382454275 0.0 1981.0 0.0 -46.73159698800988 -11.488547116203282
0.804328657923806 0.7261437297047328 0.35836940256203237 0.22830329608576955 55.06773553669812 0.26561497901428566 -0.686063918322283 2.5427943229790446 -1.2744055126648437 -6.299801575586612 0.0 1981.0 0.0 -46.72298445172778 -11.503032665488938
0.7857612132323544 0.817663910024684 0.32693558260081207 0.11984328466524499 55.944814487971854 0.15308655434454937 -0.7312888289397605 2.4957370257276783 -0.9643287348120957 -8.336324413144276 0.0 1981.0 0.0 -46.7097885598198 -11.411231516734965
0.9044516703610235 0.8673246885992085 0.3103231813545617 0.17916310053576714 55.09554796375841 0.18937398612863252 -2.843828752398117 2.419532961747809 -1.1999300286753756 -5.3527194258758914 0.0 1981.0 0.0 -46.70357727981397 -11.35908263527902
0.8680909441479834 0.5955351432070387 0.3943011031091229 0.14474637772043436 54.10323796738486 0.19871386658927642 0.2128102218919974 2.487935474851862 -0.42231740217238567 -6.8183607659891035 0.0 1981.0 0.0 -46.37257361595961 -11.598583198867178
0.6803614416562525 0.6373071752942656 0.3305989129282492 0.24692995667607023 56.736708523755354 0.2701753752157745 0.5916289186929058 2.409750578802232 -1.490052700435319 -9.592560888466526 0.0 1981.0 0.0 -46.275836846386646 -11.42237425755155
0.9106232739761966 0.6154131809564075 0.2301525597012841 0.21308656359569936 54.759788250600025 0.30001770980672826 2.292132062218249 2.4098677109382955 -0.38207439594146386 -9.187481937867277 0.0 1981.0 0.0 -46.24288989714764 -11.060210752432365
0.9711871804148995 0.7092611285736864 0.22644785382996627 0.09139675165971534 55.86849293384621 0.14037786292942506 1.768734350082747 2.486003596641397 -1.6618547761433975 -8.285733462072944 0.0 1981.0 0.0 -46.22480640191774 -11.043983052849118
1.0184433968606914 0.7238007257327526 0.19270212211078255 0.19980393435421476 54.667489835742074 0.22643407814503394 -1.2159602521294532 2.4324687642502307 -1.234397206933235 -5.555530456707737 0.0 1981.0 0.0 -46.20128013491784 -10.882613948218577
1.3330375291554812 0.7872481142930021 0.286219428836951 0.14689831055405855 54.30188489506889 0.15562693152435475 -3.7267788708257106 2.445990124049488 -1.255991609784063 -3.4282560792582544 0.0 1981.0 0.0 -46.174550038767336 -11.278227110690516
0.9543715093279284 0.7138103823155486 0.3986935336553857 0.2866501190660908 53.17367809635112 0.3086787200713518 -4.314133401227464 2.4435680619342923 -0.11967522233543715 -3.364897386159522 0.0 1981.0 0.0 -46.15879306533969 -11.609661396032237
0.8725719814784618 0.6751382410417363 0.23656486590033057 0.20293348641312547 54.23208145271291 0.23899315342098496 -1.3029270038762961 2.396107292301809 -0.680251239090996 -5.828929686263899 0.0 1981.0 0.0 -45.87995502523493 -11.087690805093985
0.8241314743080785 0.6677382071213821 0.4032097493285277 0.23277302336355185 55.63419069144899 0.2853526878454163 2.2576284047306974 2.457618148258434 -0.9238680848882197 -9.610144465879468 0.0 1981.0 0.0 -45.70502650549826 -11.620925256695436
0.942529571738298 0.7027942189049288 0.3541760542802396 0.14952072854704102 56.10581473094727 0.2653019265553624 2.716604663934504 2.4104267212482484 -2.162239931936706 -8.74988602969039 0.0 1981.0 0.0 -45.60563319289802 -11.491262478330555
0.9827641533642293 0.8767100243591248 0.32334977606868676 0.21287572432429142 55.349094741811584 0.24793874213805495 1.0924120017347825 2.438813819079957 -1.3334362124963777 -7.746058752461836 0.0 1981.0 0.0 -45.60392147819309 -11.400202995705332
