supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
17.53741795795591 0.07611338791363091 1979.035998328395 55.74548827662577 0.11651475477031041 0.43719881763508983 2.0255987715570054 -4.023235816166105 -3.7185844482307235 0.0 0.0 -28.196243871580165 -12.591077827632208
4.275463916514464 0.07898718872793106 1976.722917188879 56.18767650188974 0.07356871750912063 -4.791958892065404 2.241531911461637 -2.1927144208064453 -4.132411836162861 0.0 0.0 -27.793255569838202 -12.494275469289537
30.218740070828968 0.1266904977379455 1981.136102444409 54.31655937821681 0.3121344596611266 -0.9126683127633699 2.5297479047104563 -1.3890651373687084 -4.211863997608702 0.0 0.0 -27.719158754519768 -13.43356343362564
45.96662424299409 0.06454855013280286 1978.6261202821042 56.42080655387028 0.08981145742058808 -5.503789110550884 2.77620598366158 -3.166700336964836 -1.972008643614112 0.0 0.0 -26.598597396426396 -12.375677282154601
18.777429825291254 0.05514537185882441 1975.786524079448 56.63580071958305 0.22884381003430418 0.8875067629271838 2.1223661508247686 -1.7487877557577902 -9.466151269939795 0.0 0.0 -26.595498384328035 -13.081166081213297
36.71472003192804 0.09618462863082106 1990.2188508374898 56.78437433438445 0.25866052775740184 -3.7186840514194333 2.2784904266712402 -3.302076656809626 -4.868590974008495 0.0 0.0 -26.088503806621084 -13.24194955899232
2.054081318096334 0.17146056120750128 1983.313554783006 54.33909999515372 0.1555786045062412 1.616267577952807 2.7101868804826914 -1.0759380246892198 -5.7915007542718895 0.0 0.0 -25.78173260433275 -13.274135740751866
56.722163509051214 0.1812912423990563 1972.0726343369158 53.87617613172916 0.25970710972493577 -4.863512238009209 2.494205720664114 -1.9464419695530766 -0.9038637661536555 0.0 0.0 -25.70720621288652 -13.420393787099393
31.244759488381888 0.005600782489473741 1980.013810102918 54.70148928153704 0.16539143542411516 -5.21909478692796 2.2356480721201253 -0.33950223568543425 -5.152446237212454 0.0 0.0 -25.53100490511003 -12.728577765470646
23.59572602486356 0.02609650097668721 1987.427061991358 54.13120733035923 0.08935141329326973 -3.7608929570332323 2.3302414402108247 -1.9361800945618342 -1.582561613322607 0.0 0.0 -25.49160647892281 -12.154919737856009
