supernova_mag_boost supernova_mag_stretch inclination_EM log10_E0 thetaCore thetaWing b log10_n0 p log10_epsilon_e log10_epsilon_B timeshift em_syserr luminosity_distance Ebv log_likelihood log_prior
0.9445023107891339 0.8565957785657594 0.19758074290513736 56.747443265176074 0.29292111579821273 0.7182464440118604 6.828157109596691 -3.275655113446218 2.8402839323929157 -0.9704482315256211 -7.644647112195365 0.0 0.5 1981.0 0.0 -32.8631738387384 -12.538977136456875
1.276436179681923 0.856878121074388 0.06736408157993447 54.36894434544124 0.1723852873512249 0.5783284103894506 3.7587349867814344 1.8707698038103562 2.5698085755762623 -2.4793143320418904 -4.29366674608922 0.0 0.5 1981.0 0.0 -32.69311367233017 -12.538977136456875
1.1275396751497446 0.47675093808171265 0.141872749400814 54.20769560975818 0.19352505778315904 0.36471957224538093 6.375538668078346 -2.624589803469388 2.5288797167185555 -0.5841446707649345 -5.133033418819355 0.0 0.5 1981.0 0.0 -32.66935187065634 -12.538977136456875
0.5258283056082282 0.5683873720768263 0.08544157367216815 53.418141854594815 0.214521396364276 0.3444439323741849 3.6618346985829655 -2.0205225757566163 2.4403873316766926 -2.47970311749516 -1.03574870911525 0.0 0.5 1981.0 0.0 -31.784608950472155 -12.538977136456875
1.4858830064510506 0.7674042638650254 0.34250607601764543 53.60965017481913 0.2602378586298496 0.7850116051333369 2.7537696361025086 -0.8792216565282729 2.4498560070625537 -0.5115683001373919 -4.997559516669757 0.0 0.5 1981.0 0.0 -31.684014983121678 -12.538977136456875
1.2211313864373832 0.8705348751930108 0.5073468145861001 56.74604798044168 0.19041986028953642 0.5625796354023572 3.653033357874245 1.9770894422939067 2.6069253811534914 -0.9648394579214497 -9.44645918872551 0.0 0.5 1981.0 0.0 -31.5870965721495 -12.538977136456875
1.094973081736219 0.8123934987043306 0.3738285885184645 53.70847590153734 0.23812664747420076 0.7274696116685919 5.915266268320782 -1.7792007531590173 2.989401190887336 -1.6680341662531233 -1.781231186991688 0.0 0.5 1981.0 0.0 -31.478476891153633 -12.538977136456875
0.8767116747457946 0.9468405610988035 0.06472782036695861 54.796120079674125 0.2882780905132289 0.3989005124203751 4.0506238278551665 0.6440087865536643 2.4310443442338965 -1.4466586842976858 -6.640969251880457 0.0 0.5 1981.0 0.0 -31.449197765866884 -12.538977136456875
1.1656087934121047 0.7211200791323499 0.35424292589630346 53.689935621388116 0.2748837502047409 0.516276013340455 1.688962865045942 -4.23841893916842 2.755791961352548 -1.9661783099002155 -0.40659603454554727 0.0 0.5 1981.0 0.0 -31.416853088289486 -12.538977136456875
0.8982255708344855 0.8269056859068953 0.03655882687411947 55.549000470225295 0.2524835670984812 0.21863355799264256 3.1605408300641415 -3.440936452787534 2.5051078149360255 -2.239230211529174 -3.957682065284276 0.0 0.5 1981.0 0.0 -31.26152020338827 -12.538977136456875
0.6176259013796992 0.6595207016705238 0.12537594270499205 52.19599205728391 0.24200917863133006 0.5031828332335009 2.137489776886572 -2.547688373905894 2.573456463207667 -0.9553929222311242 -1.2676801276850629 0.0 0.5 1981.0 0.0 -31.107593993338487 -12.538977136456875
1.5767225941734075 0.8535209343707547 0.0967764375788921 55.45608252949127 0.25765491637074617 0.603429758109004 3.2083892792627964 -3.4120064056738517 2.5968450112962316 -1.1967914863937814 -5.5133990621898885 0.0 0.5 1981.0 0.0 -30.77695764445814 -12.538977136456875
0.6391851946852558 0.6110705475462482 0.11313012771923409 56.25443881907694 0.2168247160156277 0.3034444318187627 1.2529605488063773 -2.344059892886776 2.6226702754173146 -3.211313240172923 -3.92543207492103 0.0 0.5 1981.0 0.0 -30.737497042840147 -12.538977136456875
1.015049778172262 0.7780995704614349 0.47175954712861373 55.77738279793885 0.21101536438826696 0.7518766364166205 3.8480320248465096 0.3550330150255032 2.371599465772887 -3.6082015410185124 -2.8046966668090274 0.0 0.5 1981.0 0.0 -30.591681321780626 -12.538977136456875
1.0819070117150584 0.8616787218307549 0.19144220491648914 54.69028391610573 0.12491358934670911 0.2703930047506249 4.163386776266909 0.021212873006643207 2.2859084651851305 -0.36331511408035766 -7.301062200691848 0.0 0.5 1981.0 0.0 -30.361851471067226 -12.538977136456875
