inclination_EM luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
0.12301024660084064 1973.6460836077667 55.246092192611165 0.2681903133497303 0.7840395170817654 -1.871204562055766 2.590577272820693 -1.1097199918406258 -5.607745812409903 0.0 0.0 -27.154399044623233 -8.964441436928823
0.016729923722157328 1984.0322690822832 56.716394507067676 0.22544066673900073 0.34046392727830027 1.277711356429288 2.1861768840705946 -1.8699941809759295 -9.467394802177518 0.0 0.0 -26.917963437490847 -8.691284401991577
0.06760966185171678 1983.4864895950736 53.56763308624145 0.11598683559857721 0.2578426811656538 -2.1154890511060276 2.836127897730707 -0.3774019578785408 -3.9856035635947693 0.0 0.0 -26.85413258903275 -8.194335853521572
0.05488288896280963 1971.9530014962245 54.29209566530439 0.23744769270038066 0.05313954668013158 0.7236559257721602 2.1502214820425576 -1.7026376003895587 -4.048869583004073 0.0 0.0 -26.293511713669243 -8.766686501690437
0.23085257434568962 1971.3253915023752 54.44177097661694 0.1619995824792442 0.362226317415246 -1.4509523197437106 2.2207268069457182 -1.6244839926164705 -3.2851297941332804 0.0 0.0 -26.259086239558666 -9.37390113946119
0.04167985845431654 1978.9415846594543 56.46320944649206 0.16894936254451895 0.40751146969352575 -1.3628878578919954 2.175581038268413 -0.58578576890232 -9.939749713125073 0.0 0.0 -25.935102229489004 -8.430994468365288
0.09535069415786138 1982.4621955198963 56.150890630574196 0.08858552329142999 0.27696461942845185 -3.3513953138512393 2.3621175963495302 -3.259707943282484 -2.5097259133939387 0.0 0.0 -25.300751506363767 -8.334221605472964
0.13616683614457578 1988.3251658942045 55.37256373877831 0.23001318181335564 0.6193459542475566 -0.20675030489208357 2.6881151608388487 -1.4724457651458045 -5.899565148153369 0.0 0.0 -25.23797832763219 -8.88369536771064
0.07933254155703948 1980.9651853294613 56.34291699795648 0.06316062438809367 0.23968995590163775 -4.547268430232148 2.572011677397767 -2.3279472191920147 -4.080475504009118 0.0 0.0 -25.212323432588978 -8.205472952442204
0.03394107112601071 1983.417590976104 52.4426572365434 0.1568198991088069 0.47829234643353974 -3.8317642941121877 2.156817258849934 -0.932244555096073 -1.1279901991549544 0.0 0.0 -25.15293657142725 -8.349487425712688
0.01733300092809807 1972.179163987987 53.71794246341318 0.23265214633909817 0.26568120271466783 -0.30192641682293075 2.5139841642709064 -0.36051550943204 -6.246478303130661 0.0 0.0 -25.14945338279321 -8.72255175341915
0.14388250216510498 1981.898208039616 56.3239905325664 0.17541456215546708 0.5094366589905448 -2.153628613406298 2.77190923032534 -1.096836123342006 -7.427063236254059 0.0 0.0 -25.062134179014315 -8.77451177960928
0.10226019887846848 1985.9515031417104 55.98497955745416 0.27079120304138793 0.4853587298956544 -4.578277430889546 2.3543242156204363 -3.7841243965719373 -1.5197412172830944 0.0 0.0 -25.032769792590997 -8.939886315546921
0.011499799927428217 1974.9534236779807 54.26835588093507 0.0874651973605299 0.03782471198438741 -4.3612105943363595 2.432661895324288 -1.4967970093861345 -2.9003965342384417 0.0 0.0 -25.021225206856016 -7.750852527489194
0.0556805293603414 1986.230789771526 55.70657055885463 0.1279865170690329 0.2737854444205265 -0.3939579641353488 2.8330666679285312 -1.960024721114717 -5.352437114841729 0.0 0.0 -24.940770382867388 -8.217527405986297
0.055994124047012234 1979.535549932609 55.989979143474685 0.17229553300106856 0.6403055205407764 -5.989995069108607 2.7679806277176824 -2.467015911161317 -1.9758107390129336 0.0 0.0 -24.821975483770267 -8.472983183610566
0.17646472564670548 1976.5318928167978 56.3121640138795 0.2834961465615369 0.7844084522854405 -0.5044108158071889 2.1914716526499576 -2.302234396410898 -7.492730647622609 0.0 0.0 -24.793910839111895 -9.106279924449648
0.017585982322440602 1983.8941325657588 55.95040397578262 0.11649895242322303 0.12750226144710652 -5.799568798706547 2.6014939479160324 -2.6756791580590904 -1.868834054506138 0.0 0.0 -24.740615273832837 -8.040244084460586
0.0478164027169885 1971.2768956339476 53.26534559893628 0.3018878636108054 0.1263742653993129 -5.6791169875480545 2.4592367172623137 -0.9560237635456978 -1.6184258562163993 0.0 0.0 -24.644288099424404 -8.984246069457871
0.09771517409274616 1983.5413254378154 55.190754063269296 0.1611106818702044 0.6826555541306686 0.8946966767233837 2.6220388273018163 -2.054184419926999 -5.548391663366411 0.0 0.0 -24.59983980030534 -8.536985697618759
0.29492678785954274 1976.558997735543 55.412522593280706 0.3029994269096073 0.7344948380377692 0.8654408085372509 2.213763781978561 -1.969678006670836 -6.6407021864946145 0.0 0.0 -24.59114611747997 -9.448826041117321
0.09130942348739292 1973.2007890338627 54.0709220851787 0.1493138729831328 0.1357831849646261 -2.963216888955155 2.6485910155881216 -0.10122763735495433 -5.551230753239022 0.0 0.0 -24.58000275007778 -8.464001192272532
0.02575238756239159 1990.8327124435925 53.71456200303047 0.10727554125803794 0.22898750204473092 -0.8618258059638775 2.756716605371329 -0.5289573357303929 -4.778883788165215 0.0 0.0 -24.507381906905586 -7.975182927137213
0.22309150817229817 1978.4048747335778 55.43198367475713 0.1841820797951676 0.41843657268978446 -2.476474443025729 2.897235738047855 -0.824170456051684 -5.799485249795769 0.0 0.0 -24.50487589266445 -9.220442644858208
0.01963426522859904 1981.249661579012 55.99287349098498 0.10045417182833728 0.1891663402953916 1.4122760934686918 2.658170396630834 -1.2351851334826467 -8.285838675426646 0.0 0.0 -24.504610343766394 -7.899771189948456
0.09696050724481993 1987.6886062233498 56.07826322702646 0.26189406476020505 0.34771875113749484 -4.247356672718385 2.904876270426162 -1.3955009624527075 -5.059322074875502 0.0 0.0 -24.407720191881687 -8.90472961037763
0.17795627298725403 1972.5974435555775 53.915128826245514 0.27574210753597467 0.23332036766023498 -2.372564408815613 2.292842214278809 -1.983808795428419 -2.030232475891186 0.0 0.0 -24.3953743063541 -9.09428194383445
0.050155623149639776 1980.0130550969427 55.06415471135192 0.13369952757777132 0.36912900526588127 -3.411618915738991 2.858201267782128 -0.6877009660915618 -5.247862847479975 0.0 0.0 -24.38002134713544 -8.236927033648891
0.15480313950124464 1982.057143315933 55.677777200409196 0.18180417135952376 0.6546286012329319 -0.7575883583257985 2.4010332712547298 -0.31461878745649496 -8.425757541683861 0.0 0.0 -24.30212254546469 -8.836394321874163
0.05014823940476604 1973.8176470926883 56.66016349583943 0.2626831386400706 0.5165074677724434 0.5373266993315955 2.1800738379579467 -2.442043389122921 -8.566428009295356 0.0 0.0 -24.269886546635764 -8.857345113293594
0.048105011462457395 1983.611734510897 55.1854431966077 0.2908117258198137 0.5741963341323582 -2.648753047195184 2.3531494391539085 -1.1355335202314158 -5.5205295786469835 0.0 0.0 -24.24467328547945 -8.950382389063392
0.05814451077228941 1980.821296223836 55.520284512257106 0.18319080721497852 0.6446731408894288 -0.2134271827640859 2.8760892959578164 -0.3783260555748722 -8.21081903137543 0.0 0.0 -24.23486798964804 -8.531849381521178
0.04521354576702198 1976.7224661517698 56.45983615911939 0.16305485277022813 0.6666978955262561 -3.2108653792812585 2.150829986262526 -2.1155900490937416 -6.206669869050789 0.0 0.0 -24.21623094460387 -8.40349843818218
0.14924431859409976 1984.0263909083665 55.574769566691074 0.2380290144552929 0.2753736080078457 -0.5546659878121494 2.2485331619560354 -0.34317932520746997 -8.671453139944346 0.0 0.0 -24.20228540140958 -8.938956927540511
0.06512043720421946 1971.5918805455406 55.7799646142401 0.07351889681107834 0.3054770627942709 -2.7643660525540446 2.836125796330377 -1.2203860707636442 -5.44520260930168 0.0 0.0 -24.182133812961425 -7.960800196963547
0.004713152783971271 1990.182714311509 55.38392864042869 0.06600319711468397 0.10789689827359927 -1.8248679416528182 2.457410700300569 -2.1268891382367694 -4.3833233723231135 0.0 0.0 -24.16022344136773 -7.463220978643401
0.22585669448628637 1975.1404720869143 56.14120792843205 0.22367867623390675 0.23940806704814552 -3.461699029464992 2.6034671702235053 -1.888525304807564 -4.521170992226507 0.0 0.0 -24.151355030843106 -9.190517404852756
0.12528297979155775 1976.7557797500153 56.139719266301825 0.11105860936718015 0.4596312880249887 -5.158246115047183 2.315176706880187 -1.1839933588160552 -5.118870800267005 0.0 0.0 -24.101675704269287 -8.6173084015129
0.13154798891823977 1974.038408979584 55.770285242575156 0.09619835063188716 0.28795440239436604 -0.9734380309956299 2.259386595402481 -0.8749950163966691 -7.398212779859335 0.0 0.0 -24.09932549076995 -8.772362307820124
0.13153474719328853 1981.9927206737934 56.35661560604177 0.17363458725193495 0.46046440179954534 -5.103815648478116 2.2308384151101692 -1.8738045399675354 -4.833794281452496 0.0 0.0 -24.09805306023602 -8.714846867351623
