em_syserr inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance Ebv log_likelihood log_prior
0.6278945214092083 0.108119845611734 52.53426538265644 0.27498136165128073 -3.2231494632069557 2.3339365265636816 -0.34993600633207755 -2.1864209868452447 0.0 1981.0 0.0 -87.06124007824064 -8.172020255059657
0.7926727085898627 0.16692624845470175 53.382638840201466 0.26493705867966555 -4.421163028758876 2.3165977757155614 -0.22892359140331475 -3.190066127401309 0.0 1981.0 0.0 -87.00425908756206 -8.405058473066134
0.8239588010100701 0.18184117330273106 56.01272428896903 0.3098126673445111 -5.16413610674048 2.3064978837339942 -0.2478649028611022 -6.98942827173756 0.0 1981.0 0.0 -86.8757900912603 -8.443768592123025
0.8785057417767934 0.02807696745901915 53.95773085882284 0.17291943465058401 -5.0946878605231705 2.3193524801220087 -0.6770235813624579 -3.0647707100681103 0.0 1981.0 0.0 -85.65036826874177 -8.507870505730585
0.7146945848333495 0.027873158060576355 55.2437549095236 0.25099959072104927 -4.414806920044999 2.4224148965589967 -0.07727194364059908 -6.642366286182234 0.0 1981.0 0.0 -85.56845065072817 -8.301503359596204
0.7685077149238658 0.23494871492877206 54.275993208225685 0.27371434436792585 -5.94991726191201 2.2968861236821914 -0.49867030441029936 -3.3784875776556262 0.0 1981.0 0.0 -85.2503265561335 -8.374098664103997
0.6391545595468727 0.08390716905419068 54.88709466631737 0.12019167131950058 -5.805050186074239 2.448851019739665 -0.3492134993628362 -4.6431462397422205 0.0 1981.0 0.0 -85.11539483541038 -8.189794364592826
0.8026086929484244 0.10272894441403062 55.884107448567335 0.13257762541634416 -5.979399594278145 2.6187375586606816 -0.1523321280670542 -6.452685037242074 0.0 1981.0 0.0 -85.00208683110044 -8.41751535099671
0.676539416873282 0.1499518210848757 54.746582292255944 0.2546996147029775 -5.705068692514622 2.4479685064304073 -0.4345960076245561 -4.282541165063032 0.0 1981.0 0.0 -84.98913056888269 -8.246638774039244
0.9557509791970081 0.11981545782978595 54.124490466239315 0.28967916547947814 -4.056591982470956 2.5074365271245243 -0.2003563515180593 -4.770229480277495 0.0 1981.0 0.0 -84.79421719480108 -8.592145459346291
0.8444347500307916 0.00432863289112149 56.195632751725846 0.1085260482390463 -5.262536006969724 2.4739857757140498 -0.24681406381405946 -7.333359662387867 0.0 1981.0 0.0 -84.75449533033819 -8.46831553088333
0.6819078571001955 0.0402011891997789 52.837283583492706 0.10899108776602263 -4.6846067817185455 2.1356741876077328 -0.5891437303757172 -1.2541243322194529 0.0 1981.0 0.0 -84.60799199861145 -8.254542604062214
0.8285330604153789 0.0362082973074276 54.44626364618802 0.12751839970742979 -5.053688632718186 2.608038494969446 -0.387688300322381 -4.3379124108371485 0.0 1981.0 0.0 -84.50739975874471 -8.449304802249511
0.9024556781162494 0.19537376136873674 54.43682696752732 0.29963524822273435 -4.695824834689917 2.412212292967313 -0.3608423684057467 -4.5290559653007 0.0 1981.0 0.0 -84.17628913692322 -8.534767641118314
0.8483809833226049 0.07828913536889918 54.23384496244487 0.23675435369402176 -4.669124673300293 2.4936818225802693 -0.5146153534247606 -4.084642653571349 0.0 1981.0 0.0 -84.1568099169847 -8.472977869922913
0.776076951082592 0.2019803520584472 55.34479832019018 0.27732619210491377 -4.5994685824930635 2.4946306512675536 -0.2720698916126718 -6.275579074215248 0.0 1981.0 0.0 -84.06711774904048 -8.383899741270763
0.8622221564218883 0.05206091599561973 54.71509797280316 0.14823208556748252 -5.661507370129661 2.438134121539468 -0.3270872310201174 -4.452851588904421 0.0 1981.0 0.0 -83.98362278411464 -8.489161021763941
0.7035795099202572 0.08667871648296319 55.007854890351396 0.24382907309295934 -5.755489808648209 2.4905770089470085 -0.3617879073647252 -4.973970558814843 0.0 1981.0 0.0 -83.94900548061642 -8.285828952903707
0.5128191203557294 0.12696872160651254 52.51117350496108 0.22344261873525728 -4.595422318602871 2.244960108456693 -0.6585376506317928 -1.0249516775982954 0.0 1981.0 0.0 -83.80496057212572 -7.969571253334187
0.8261429471526021 0.19672270991793794 52.55511794226053 0.27733362214621404 -3.051518596575631 2.1612175007276537 -0.3856779618172732 -2.223487890135414 0.0 1981.0 0.0 -83.72204355690029 -8.44641588029241
0.9235857778700826 0.2141498324518633 54.76089450373742 0.29694956541085193 -5.305337909056631 2.4673617731821023 -0.2968936501093289 -4.923241848444832 0.0 1981.0 0.0 -83.68604867840948 -8.557911741017952
0.853088835323928 0.12259859548959363 54.18877871721555 0.31072305528810373 -3.5955969094690325 2.5368500221411727 -0.03964543961472078 -5.330111290944332 0.0 1981.0 0.0 -83.65747846443254 -8.478511748883431
0.6506212434326747 0.24939246509290783 52.59692191740665 0.23678769268634675 -3.3075813147060944 2.152468169957898 -0.5423060671671855 -1.4199316159847992 0.0 1981.0 0.0 -83.64890163083197 -8.20757572780765
0.8133726006503638 0.011845150494323907 52.43648073413167 0.1642677342266153 -5.697109992482205 2.3826397896178912 -0.7318006548180467 -0.10546479729859648 0.0 1981.0 0.0 -83.64752280481109 -8.430837370179592
0.7159652130604639 0.18610964152254897 52.186004990428145 0.28268682384038885 -3.6066487535772125 2.3070860261270196 -0.2807588538346444 -1.6503627805321948 0.0 1981.0 0.0 -83.601374956846 -8.303279642906986
1.027811144712562 0.05322357029976816 52.841459650038296 0.2829500374639916 -5.086577986257874 2.3843349305947066 -0.7746981666615849 -1.1103936677136463 0.0 1981.0 0.0 -83.58474826870687 -8.664834780006725
0.6475732487301633 0.11498455160608483 52.483185099183984 0.1598618037827897 -4.409805429319456 2.1043214542825375 -0.6196446051007349 -0.5566774731488451 0.0 1981.0 0.0 -83.5299351264817 -8.2028799748652
0.9494705841258901 0.027567860703591004 52.35156697380056 0.19219237051407378 -4.572762934080913 2.1708730797400726 -0.5599920320884717 -0.5266182210126136 0.0 1981.0 0.0 -83.51816693021037 -8.585552611626682
0.9333027904683021 0.1060756133807422 54.25295819390329 0.22804461869458545 -5.243509746622446 2.4648314905814783 -0.45156262961736005 -3.815864449394315 0.0 1981.0 0.0 -83.47977751097339 -8.568377744699198
0.793786625262535 0.04022841164103191 55.77854778096359 0.13309745402931172 -4.542800266610567 2.483206304488378 -0.12044801667030036 -7.188221490640727 0.0 1981.0 0.0 -83.35176656701485 -8.406462753443144
0.8174836701296657 0.06988468738827484 52.20925512488461 0.18781768809369964 -4.6575110942695215 2.1863818344430346 -0.564057009791429 -0.6608445767179401 0.0 1981.0 0.0 -83.27501517002356 -8.43587898943306
0.7362221030211 0.04367654256889062 52.406823378423084 0.22221403405612614 -2.7012703184913933 2.0555517645063506 -0.24561083346918444 -1.8842038312110994 0.0 1981.0 0.0 -83.24792160791824 -8.331179905852167
0.8268589041122765 0.07142653492332197 53.46152102117373 0.24279521865313652 -4.103468563054367 2.433358575992089 -0.36574960070436546 -3.3091881140900323 0.0 1981.0 0.0 -83.24370176017095 -8.44728213099128
0.8746225455251834 0.07027694579895441 52.857610417888374 0.21892771361437416 -5.751890432819193 2.299776974651815 -1.0684898744472133 -0.3937343495327159 0.0 1981.0 0.0 -83.2342854933233 -8.503440478983059
0.9142869687819578 0.033728301787123854 51.90710949036061 0.310198069765443 -2.526381763612326 2.203808336726768 -0.1678123002029528 -1.6873229107138208 0.0 1981.0 0.0 -83.22669554030942 -8.547792554634494
0.8158677100678975 0.014263927408303552 53.131411511759 0.11853299127870129 -4.799230414572646 2.4342336297794347 -0.6094293163844586 -2.1087099063926065 0.0 1981.0 0.0 -83.22210721291346 -8.433900284044125
0.7659933173953607 0.006113704920896422 53.0628266573942 0.2088075356855486 -3.375323986749931 2.426417399516839 -0.320216854288935 -3.20891682758484 0.0 1981.0 0.0 -83.21212134718506 -8.370821507913313
