    0.844026445950867288E+00    0.289461492428553964E-01    0.524076926154573854E+02    0.135172324148403161E+00   -0.503944313112437570E+01    0.247944090443910037E+01   -0.671050588467282161E+00   -0.620891126404723437E+00   -0.873775976289832954E+02
    0.805685470511254054E+00    0.779202778585972363E-02    0.569093538424255954E+02    0.228319261659387457E+00   -0.544623686377770078E+01    0.251971760457286509E+01   -0.227238220581918782E+00   -0.829589066855176682E+01   -0.871296423019455517E+02
    0.977878426774112963E+00    0.468999567213536986E-01    0.529066444182838822E+02    0.124203143882828548E+00   -0.494262428537582377E+01    0.231984738083125874E+01   -0.953499919803785012E+00   -0.112801373461005738E+01   -0.860686278006599679E+02
    0.898749573792673617E+00    0.243765606138832448E-01    0.531444865788994179E+02    0.186744474238720787E+00   -0.527304121763674427E+01    0.216680402874253097E+01   -0.905295467736007886E+00   -0.102530732337343444E+01   -0.860087984143970772E+02
    0.772949579004906795E+00    0.101735353614919241E+00    0.565736950435534567E+02    0.239518639714907944E+00   -0.545615492458996787E+01    0.235057373442071205E+01   -0.101728316576338074E+00   -0.811692018597742582E+01   -0.858042434250989032E+02
    0.915626984670841804E+00    0.258248589470992489E-01    0.545438581749176450E+02    0.281654213220975835E+00   -0.428021453241152283E+01    0.234261474011793425E+01   -0.322204294977916028E+00   -0.509984112114440524E+01   -0.854160903529038222E+02
    0.812154856996383567E+00    0.716919634545848533E-01    0.524757913140582417E+02    0.129343311858434201E+00   -0.394531774171771277E+01    0.223941793381363841E+01   -0.459151635425183002E+00   -0.135397090714188728E+01   -0.850492639854227548E+02
    0.774250450723545702E+00    0.229702590208790414E-01    0.540498535643476785E+02    0.190176628540866227E+00   -0.471280780615150086E+01    0.233728983915572508E+01   -0.332370275689146233E+00   -0.391385590741186729E+01   -0.848765729128227235E+02
    0.820558664985205133E+00    0.190573459870012119E+00    0.525548852326909071E+02    0.268335101708526480E+00   -0.344693430703534887E+01    0.212262041776641874E+01   -0.621967046630719445E+00   -0.143519527331086039E+01   -0.848129198501590054E+02
    0.885195277354432264E+00    0.320578025611636327E-01    0.550471818810541436E+02    0.971145008045017355E-01   -0.580868084791824124E+01    0.230129618828097771E+01   -0.307672645306640291E+00   -0.498482677222312898E+01   -0.846875726900599233E+02
    0.930147161606531991E+00    0.933614778335514622E-01    0.540826175726618175E+02    0.145361283066661823E+00   -0.580625762660151956E+01    0.235822635838489347E+01   -0.637052041625357113E+00   -0.299687429492375035E+01   -0.845946897244110403E+02
    0.104931702616915090E+01    0.134931594713611519E+00    0.528069538549823463E+02    0.132395297108863941E+00   -0.410081985967985840E+01    0.228691105828005004E+01   -0.702974526627350826E+00   -0.118896412925495731E+01   -0.845363550157473185E+02
    0.861407320092520634E+00    0.830844203665015713E-01    0.527265492766205455E+02    0.254258273185243355E+00   -0.486006481984285710E+01    0.218613176878527948E+01   -0.460510044498749771E+00   -0.128590056136115827E+01   -0.843539739026327027E+02
    0.669214569208875565E+00    0.273527300310222737E-01    0.528224300510226357E+02    0.120077429778880418E+00   -0.449461944946140513E+01    0.208552291980953219E+01   -0.781945918271565787E+00   -0.923011101608876672E+00   -0.843217178693010112E+02
    0.815744208523393355E+00    0.306196922430248195E-01    0.553696275455183553E+02    0.106273218405212519E+00   -0.473410990330255999E+01    0.236542058767190744E+01   -0.911485535045368778E-01   -0.661729268893317091E+01   -0.843070263304620937E+02
    0.755299994538043973E+00    0.164211304106803152E+00    0.535600384488214729E+02    0.236913104448467554E+00   -0.489801008872802335E+01    0.236262220166804493E+01   -0.426367413066288670E+00   -0.290763904194634737E+01   -0.841918560086857752E+02
    0.635661118240183454E+00    0.277836359373225122E-01    0.520169436009367772E+02    0.193463403949427432E+00   -0.282292484110390296E+01    0.210121904020607841E+01   -0.146813885198474381E+00   -0.181604039031314457E+01   -0.841115280939439600E+02
    0.809240625085828280E+00    0.602513641275260955E-01    0.535196397385867826E+02    0.265031205627771438E+00   -0.557871219837389098E+01    0.230774451134582170E+01   -0.665291304058249544E+00   -0.211401381380565923E+01   -0.840357634110758767E+02
