Nested Sampling Global Log-Evidence           :   -0.896828334699871306E+02  +/-    0.849511755087124509E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.896828334699871306E+02 +/-    0.849511755087124509E-01
Local Log-Evidence   -0.896828334699871306E+02 +/-    0.849511755087124509E-01

Dim No.       Mean        Sigma
   1    0.689189102377680385E+00    0.675416242291519281E-01
   2    0.922721919229981952E-01    0.700194111708236783E-01
   3    0.524504834814775691E+02    0.265452099856499479E+00
   4    0.216485566637987431E+00    0.610646449738210528E-01
   5   -0.471322362091151881E+01    0.747659035962027763E+00
   6    0.211914290598676258E+01    0.682907085631305338E-01
   7   -0.500689966826941335E+00    0.242248489807714906E+00
   8   -0.588785520000002949E+00    0.507189299131929561E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.634441144513800515E+00
   2    0.284959818572390611E+00
   3    0.524090793088348050E+02
   4    0.298075845494794989E+00
   5   -0.481956943119505787E+01
   6    0.202718999413813705E+01
   7   -0.814156411607944719E-01
   8   -0.223167645853868279E+00

MAP Parameters
Dim No.        Parameter
   1    0.634441144513800515E+00
   2    0.284959818572390611E+00
   3    0.524090793088348050E+02
   4    0.298075845494794989E+00
   5   -0.481956943119505787E+01
   6    0.202718999413813705E+01
   7   -0.814156411607944719E-01
   8   -0.223167645853868279E+00
