

    0.263108482692581559E-03    0.616955019447264874E+02    0.918581852290402345E+00    0.729360294756462690E+00    0.312670371401965352E+00    0.674698910377505012E-01    0.523907420740354794E+02    0.101054459168043009E+00   -0.122179506498909429E+01    0.209850267445294136E+01   -0.118134568560023467E+00   -0.312292890628646802E+01
    0.263059680847545501E-03    0.616947836181920266E+02    0.917271288260294249E+00    0.740328795205301038E+00    0.345086412881574489E+00    0.507390654341043496E-01    0.523827526748180716E+02    0.935067611410784066E-01   -0.200524953190178845E+01    0.207900844902126058E+01   -0.173079332494493698E+00   -0.254189788212509793E+01
    0.263999774503146083E-03    0.616865596552093294E+02    0.741230541984534419E+00    0.742777428312059618E+00    0.304995278464869235E+00    0.575441115029575109E-01    0.523318023433895974E+02    0.129965530107199551E+00   -0.711337027274385747E+00    0.212448678284332182E+01   -0.774895895719227568E-01   -0.362452786250150361E+01
    0.263860030290687098E-03    0.616865292800651801E+02    0.861291978568722527E+00    0.704145595510037414E+00    0.312555934528795321E+00    0.926175574444952354E-01    0.520877308155317280E+02    0.163670440898884773E+00   -0.485976342367013814E+00    0.211290487301317453E+01   -0.254848494993327179E-01   -0.338094527598924621E+01
    0.263854443367795167E-03    0.616854823035204447E+02    0.720314696060190940E+00    0.675858417168846870E+00    0.306429185217954703E+00    0.651113098350261654E-01    0.524838455728458513E+02    0.101319248973529299E+00   -0.127447025952135817E+01    0.208150894806222775E+01   -0.139466509682103279E+00   -0.320547048134687795E+01
    0.264055357469494725E-03    0.616828706422367503E+02    0.888380988030652574E+00    0.699016481597255268E+00    0.318766120746870829E+00    0.595016921680930969E-01    0.523386138743986180E+02    0.101391649258924590E+00   -0.157500707122189176E+01    0.205731786791005744E+01   -0.167017768427868418E-02   -0.287552613163894222E+01
    0.263966116584020568E-03    0.616824573574437380E+02    0.699155564888932268E+00    0.706607369344969150E+00    0.276804269768801126E+00    0.592735099830410742E-01    0.522786847467551183E+02    0.118507055878323900E+00   -0.116076768857655743E+01    0.210572550002828418E+01   -0.932509226918716294E-01   -0.322594551653621764E+01
    0.263826467658852064E-03    0.616824263950118947E+02    0.860107075964689827E+00    0.754626996949727569E+00    0.295218148938228120E+00    0.105066025222537218E+00    0.523001591874051570E+02    0.146375217161274024E+00   -0.135765012623880743E+00    0.215896237276319169E+01   -0.207740395140065814E-01   -0.395615486701953234E+01
    0.263698517650246163E-03    0.616823072614906991E+02    0.835391256741128352E+00    0.723937240689703887E+00    0.313583462934074853E+00    0.595300889802997946E-01    0.523695007747570571E+02    0.988336251633088886E-01   -0.158450374717558340E+01    0.212269644932099055E+01   -0.248494986661821571E+00   -0.282380548709141266E+01
    0.263604738145772877E-03    0.616819293264144264E+02    0.715796348157066831E+00    0.731810297198821291E+00    0.288295840910891277E+00    0.785855220762442519E-01    0.522551767571333770E+02    0.132696840191705884E+00   -0.334381706121161137E+00    0.212172631623068986E+01   -0.296331592934784283E-01   -0.364563837094551868E+01
    0.263698582638135527E-03    0.616801281193579101E+02    0.833211907986778577E+00    0.757282217553658099E+00    0.287269855330338997E+00    0.568033422461113602E-01    0.522578481970940771E+02    0.122810698804338703E+00   -0.112476840455262295E+01    0.208460991254116168E+01   -0.669678752921321063E-02   -0.315736191762478846E+01
    0.263888558852551954E-03    0.616775984546877609E+02    0.907719742199240898E+00    0.738440831985401447E+00    0.286364045837960102E+00    0.732152648645401083E-01    0.522407094286720621E+02    0.134275731484756466E+00   -0.890779737341871325E+00    0.208706607646799336E+01   -0.288695891825794249E-01   -0.320928783586186395E+01
    0.263828248061097727E-03    0.616769662751963352E+02    0.737555646063078107E+00    0.732277736090443776E+00    0.269464255067174585E+00    0.612846036207225636E-01    0.524354918639838488E+02    0.993144611836746516E-01   -0.106413710445747078E+01    0.208684186300946495E+01   -0.347035695190616167E-01   -0.337152179716291300E+01
    0.263743534864621871E-03    0.616765192381292664E+02    0.696658290667153679E+00    0.763560465207360095E+00    0.326155525829352311E+00    0.506361186455031170E-01    0.525040676627961673E+02    0.852645571541669478E-01   -0.187677220524580424E+01    0.205945110209272597E+01   -0.142515374160089081E+00   -0.267862557165583048E+01
    0.264013024927354785E-03    0.616733873802163259E+02    0.701601562670566281E+00    0.687720518182415419E+00    0.325369662506773516E+00    0.577654718124826216E-01    0.523860617703692455E+02    0.114125362333184738E+00   -0.119917081219294364E+01    0.209268557852450110E+01   -0.164947285965827639E+00   -0.319231416326933992E+01
