supernova_mag_boost supernova_mag_stretch inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift em_syserr luminosity_distance Ebv log_likelihood log_prior
1.3584834791355345 0.24177865158878603 0.20607167664912535 55.71500690334817 0.23237310683246512 1.222736180284186 2.2967612363702696 -1.5455898095623284 -8.449054125675588 0.0 1.0 1981.0 0.0 -76.41067774698767 -10.861834347189024
2.3997251182484556 2.5968813709557046 0.2170292662942189 56.00928694328911 0.29761434915321355 -5.955941878994335 2.6637152329399143 -2.879956173910305 -1.920268311027101 0.0 1.0 1981.0 0.0 -74.00082273428171 -10.861834347189024
-0.1146451034989262 3.9975696628686674 0.17608397029566378 55.742025540073314 0.2723350848400422 -4.201762052350405 2.219785995289789 -0.3458389341258661 -7.363200164398601 0.0 1.0 1981.0 0.0 -73.93605084290402 -10.861834347189024
3.7125368525102616 3.933986561483658 0.07457330927485234 53.719788277107824 0.11784340221292584 -1.8064015681022596 2.120317690409845 -1.6629274123521096 -2.827500078797252 0.0 1.0 1981.0 0.0 -73.30070744410902 -10.861834347189024
2.3872383074410823 3.3386670162416285 0.11364639158644047 55.95159190874324 0.3107705257069088 -4.7878646877210285 2.403463998408467 -1.4459757784144296 -5.412496608879958 0.0 1.0 1981.0 0.0 -73.23184306252949 -10.861834347189024
-0.7401342664759474 3.541801590661025 0.1849770420223432 54.80464765570254 0.21041617251549435 -0.39340830575904384 2.376657114616789 -1.3721971153479027 -6.308167513552077 0.0 1.0 1981.0 0.0 -73.03213063093857 -10.861834347189024
2.169223433637195 3.6230608998449148 0.11050233786500134 54.043185682473165 0.13755740172109088 -3.925672373201328 2.4742247174652103 -1.4571200090973937 -2.5839369274192574 0.0 1.0 1981.0 0.0 -72.79252822305578 -10.861834347189024
3.042202601144975 1.0138954340392525 0.040011846243131234 53.816213166298056 0.21812554920372537 -3.768498967713395 2.2010158825506707 -1.647533971858794 -2.357744059316734 0.0 1.0 1981.0 0.0 -72.75054825346643 -10.861834347189024
4.00239839043048 2.6030404879052225 0.04997194164506283 54.91955991874006 0.22591082211018676 -5.7744910542894194 2.514439782350551 -1.0286442692960085 -3.672087200862393 0.0 1.0 1981.0 0.0 -72.65944520689942 -10.861834347189024
-0.12187591965032141 4.447078557986001 0.13326557800654362 55.77634177561962 0.2446533086926994 2.0835662897341187 2.3491644991916663 -1.9851778845718626 -7.961582553706962 0.0 1.0 1981.0 0.0 -72.62807805357008 -10.861834347189024
-0.5459512303618421 3.0715180725031597 0.1587830650172824 53.588944899026956 0.16659402468314288 0.10927841047842168 2.6418076000647983 -0.10710531718483818 -6.0196666840889534 0.0 1.0 1981.0 0.0 -72.50974375398559 -10.861834347189024
3.727130677793351 1.5364351327717276 0.010526090014270328 55.449060815009446 0.20681400549039886 -2.128746020882792 2.5536948749307626 -1.0866938338042726 -6.309547712624007 0.0 1.0 1981.0 0.0 -72.46981525232113 -10.861834347189024
3.419136642929196 1.8624738202050943 0.05186214545361837 56.20486352467781 0.11453143306875199 -2.5041545513696435 2.347384572482022 -2.4330303778482154 -5.3939657894654784 0.0 1.0 1981.0 0.0 -72.37996405793459 -10.861834347189024
1.786760725895431 4.11478533497551 0.18868120017903875 54.9879474823249 0.2364422227162133 -5.1733544472573065 2.6458324364960926 -0.4557909259017947 -4.948855403174925 0.0 1.0 1981.0 0.0 -72.17990662333324 -10.861834347189024
0.1011955211441018 2.6547023365435254 0.23199708120076504 55.58077342045951 0.27425854787854387 -2.209260716377251 2.3920011296775234 -3.070335680845506 -3.7502538776371876 0.0 1.0 1981.0 0.0 -72.14117657391377 -10.861834347189024
4.177280298761483 1.0829908003994808 0.011075723720640711 55.43897648277033 0.25097223010067604 -2.531564918915071 2.4935326907847006 -1.1743719662883945 -6.023007057766052 0.0 1.0 1981.0 0.0 -72.04587851103801 -10.861834347189024
4.353253050627943 1.5404140946350746 0.20457384184840127 54.79170403793937 0.21823952089960316 -3.8271359050703078 2.2310775688458033 -2.276869969488739 -2.4440624772931887 0.0 1.0 1981.0 0.0 -71.96772879675012 -10.861834347189024
-0.7743247391686046 4.115100927143887 0.011271979349117174 55.23982603177403 0.15152058307213767 -2.2493030234737437 2.3380337863959726 -2.5586493245457334 -4.0294633140045155 0.0 1.0 1981.0 0.0 -71.90669284360264 -10.861834347189024
0.029126998912091473 1.2648586989439803 0.20521574174195964 52.86148824953207 0.30212770417325774 0.867175797798672 2.138914697924671 -0.7592974169620774 -4.586506851578554 0.0 1.0 1981.0 0.0 -71.89517188003417 -10.861834347189024
0.986880596867163 0.8679542504503797 0.08026729006516002 54.72002179023515 0.26209177246442084 2.566964014473429 2.2002050670918107 -2.003779934674813 -7.387638944412926 0.0 1.0 1981.0 0.0 -71.83570807351566 -10.861834347189024
2.3995152796401262 4.970228707682536 0.03852149620960702 56.69324514141191 0.23908788551860155 -1.4139637115404184 2.363624124170981 -0.804097742001673 -9.419994773051181 0.0 1.0 1981.0 0.0 -71.8221077745236 -10.861834347189024
1.249563892304705 4.2894821369592275 0.2575440007054626 55.57208109900637 0.2540700086144168 -1.6316271063127568 2.3838446710381866 -0.10790711611026449 -8.49338057712178 0.0 1.0 1981.0 0.0 -71.8022411013202 -10.861834347189024
