Nested Sampling Global Log-Evidence           :   -0.631778347086378957E+02  +/-    0.625304709255145308E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.631778347086378957E+02 +/-    0.625304709255145308E-01
Local Log-Evidence   -0.631778347086378957E+02 +/-    0.625304709255145308E-01

Dim No.       Mean        Sigma
   1    0.900597320486134278E+00    0.421999787177805175E+00
   2    0.113544584165137263E+01    0.993521232815717914E+00
   3    0.238946717267053688E+00    0.153643305569600069E+00
   4    0.548776610182458242E+02    0.130533455488371941E+01
   5    0.204921752595809969E+00    0.655434843407405043E-01
   6    0.527093557416979608E+00    0.162327793966312472E+00
   7    0.320537808256868040E+01    0.183481858377693485E+01
   8   -0.101476637441981632E+01    0.234672263864550068E+01
   9    0.264244013303670222E+01    0.217457640940280139E+00
  10   -0.169356891131146869E+01    0.110349520013811664E+01
  11   -0.450145316986686961E+01    0.242393001538563269E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.651885966430243435E+00
   2    0.669220511029556597E+00
   3    0.527832511680144459E-01
   4    0.537274766266860269E+02
   5    0.706877837872216391E-01
   6    0.411697710438052755E+00
   7    0.161817892703508504E+01
   8    0.200408014703163495E+00
   9    0.265563737614353101E+01
  10   -0.156189601717772231E+01
  11   -0.384580168516797638E+01

MAP Parameters
Dim No.        Parameter
   1    0.651885966430243435E+00
   2    0.669220511029556597E+00
   3    0.527832511680144459E-01
   4    0.537274766266860269E+02
   5    0.706877837872216391E-01
   6    0.411697710438052755E+00
   7    0.161817892703508504E+01
   8    0.200408014703163495E+00
   9    0.265563737614353101E+01
  10   -0.156189601717772231E+01
  11   -0.384580168516797638E+01
