em_syserr inclination_EM log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance Ebv log_likelihood log_prior
0.8237391968374915 0.1243927966056012 54.919079406895094 0.2992629000538289 0.2796726706859158 -5.632746204429975 2.395959442621547 -0.1863990004073397 -5.021264519096526 0.0 1981.0 0.0 -86.89635677166027 -8.189123411020017
0.9331327536255328 0.11015015220953175 52.17760728508138 0.2711018770760654 0.7754220897972286 -4.210538576110995 2.1238272593948637 -0.2002794961814489 -1.1351317378595294 0.0 1981.0 0.0 -86.4689218202933 -8.313816917471975
0.8658962129294578 0.3880531932419036 56.566498139300464 0.13879903013283398 0.4404143944429771 -5.042217577618431 2.4454481025071524 -0.34573503881400125 -5.052483897412384 0.0 1981.0 0.0 -86.41671134536426 -8.239034494780846
0.8650122521724979 0.04014620564953642 52.72781933926847 0.1654246650258331 0.7157057950886817 -5.019001708272976 2.33550468217645 -0.9183692278205902 -0.7836207656710652 0.0 1981.0 0.0 -85.43780519379733 -8.238013111095192
1.0015732235075712 0.3614243787270651 54.16491291899489 0.14672996746085953 0.4304993757383154 -4.069941936435156 2.386209769441671 -0.6724712771439902 -2.0223337912208663 0.0 1981.0 0.0 -84.92000717096384 -8.38459670617236
0.7827320386946918 0.035350559992388154 52.77334231969187 0.28695922502573884 0.42284515928289795 -4.814998567086138 2.485788697241264 -0.6747761213678576 -1.348570556245619 0.0 1981.0 0.0 -84.76742285948795 -8.138059853431919
0.5765058157231541 0.45894812106029886 52.89907033814919 0.24687119453204703 0.4926218998628697 -2.224654676758897 2.184717349676009 -0.2609970083525157 -2.0666810142190837 0.0 1981.0 0.0 -84.4655566465294 -7.8322548675452435
0.7406043209792535 0.14623613304905753 52.92046918682647 0.1617118403600689 0.3274371533094547 -4.512889412778441 2.1163494852815 -0.7741194312369162 -0.8505637695526911 0.0 1981.0 0.0 -84.40679064709077 -8.082735942795384
0.70388031272047 0.5243119974090921 54.336785234348035 0.18200857654854555 0.5480536587448558 -2.558390527012436 2.3573751616841347 -0.24692694195463982 -2.8657747943750635 0.0 1981.0 0.0 -84.35221370088082 -8.031877771266764
0.7242634591748933 0.22224744279845143 52.40758471412222 0.16213871141926414 0.7666040602291643 -4.773568472444509 2.1990167043415516 -0.47511899894749554 -0.24263292073399612 0.0 1981.0 0.0 -84.028593454168 -8.060424659982726
0.9933947005118238 0.17526823975023514 52.203746183873626 0.18012666975119757 0.686032288250595 -3.727408930456193 2.1282777730274933 -0.3482333268571649 -0.8949616805510132 0.0 1981.0 0.0 -83.93623375247388 -8.376397507864201
0.7801441786288399 0.42451212740584154 55.702209932442386 0.2434958676738692 0.5498449724231304 -4.868649719567808 2.506300718281329 -0.20424238290561902 -5.755495350771026 0.0 1981.0 0.0 -83.89753684331707 -8.134748186900325
0.8663331126710516 0.09681835076912916 52.58984077553072 0.3010588567549679 0.38013279787962023 -3.732756048676822 2.2853063848491666 -0.45716920938952477 -1.9956103139225014 0.0 1981.0 0.0 -83.87446801433498 -8.239538931167417
0.7639303702805639 0.4213566166227354 54.20468481882896 0.1691137634525309 0.718170530253947 -5.18427589439097 2.058769770943975 -0.828822473565836 -0.5515359137385705 0.0 1981.0 0.0 -83.71661102523407 -8.1137460865393
0.6736593666527518 0.19730527454219032 53.15587699982821 0.2573970980891137 0.4903008618334177 -5.828117639281268 2.2682632805183442 -0.9114476627977215 -0.5450128264280796 0.0 1981.0 0.0 -83.61206712053915 -7.987994032338809
0.7606461743314 0.5229655208480943 53.064201754601704 0.2672651615728519 0.5836860377405906 -0.5727380015041499 2.393086466339275 -0.14180076081970405 -3.795643582281853 0.0 1981.0 0.0 -83.60242842946171 -8.109437741325898
0.7073678572299237 0.387507386676752 54.79136997797917 0.13952197440845032 0.3832133418792736 -2.334250899529767 2.504496908691245 -0.07049528829807539 -4.576394469585478 0.0 1981.0 0.0 -83.49810374871211 -8.036820277741949
0.7517681172643973 0.20817670168409186 51.85876098933882 0.2550277919198502 0.4214885606979259 -3.8110511394490145 2.089091330904818 -0.18367892659782203 -0.489869877240384 0.0 1981.0 0.0 -83.42801381614903 -8.097697361599511
0.7743364470553694 0.08309914847830681 52.96335631956109 0.13821298952665412 0.4363221689467495 -5.945633826548267 2.282334829956611 -0.9420196730541583 -0.1496676229505418 0.0 1981.0 0.0 -83.42223501657206 -8.127275905161493
0.6056926415642545 0.1383548943591667 53.273413997594496 0.1732722402173756 0.33077550895493496 -5.920577314388665 2.2649052030130967 -1.17505550492635 -0.43253200669654746 0.0 1981.0 0.0 -83.39501919749526 -7.881642105168039
0.919814478758268 0.3187476003808182 53.022723500257776 0.2730711347790013 0.6524435890390339 -4.910075847497001 2.2063189448272515 -0.5984751570733806 -1.1340584229370378 0.0 1981.0 0.0 -83.38612313318283 -8.299441436087017
0.7692603313367945 0.1368633366677375 52.660839632333435 0.2757176984728373 0.6737940451280687 -4.3009844725509545 2.1105937281846936 -0.670087272928952 -1.1760438216309215 0.0 1981.0 0.0 -83.35342882016553 -8.120698884416395
0.7060937881491453 0.3602366582121143 53.14908182896902 0.190579981182177 0.6238669654589846 -4.511763107532774 2.258419429818282 -0.36524005687900907 -1.1968567961657879 0.0 1981.0 0.0 -83.26560217118626 -8.035017512976452
0.8026735668314818 0.061619460768874694 52.877177378786484 0.14576484965313694 0.6893426390207869 -4.9560228098936765 2.3180695576209334 -0.9159104868577783 -0.9889974466731282 0.0 1981.0 0.0 -83.1751650769148 -8.16321755417686
0.8453513099828724 0.2543800249738791 52.93865626715185 0.12876330246030018 0.6232208926768612 -2.9821882253619667 2.164513075410571 -0.10333188842797814 -1.8638683015302089 0.0 1981.0 0.0 -83.0830890459844 -8.215021732317862
0.648567307463534 0.4360476664971167 52.53825299557102 0.3118088232997956 0.7550034261966533 -3.6171322580089598 2.1967488977800995 -0.5384913460667633 -1.1208334545467302 0.0 1981.0 0.0 -83.04970077940791 -7.950035227731136
0.863690367599431 0.6439902278053723 53.238213299496664 0.2613792008722125 0.6674688704418711 -1.6260215847314763 2.4387000687246854 -0.08007216752835244 -2.914020081375793 0.0 1981.0 0.0 -82.91079576297665 -8.236483773642249
0.9249058761441004 0.35472646339793906 53.207537780236656 0.20446348690735772 0.491386393465218 -4.584449714216843 2.2709916115902957 -0.5044904110858086 -1.3209384580724137 0.0 1981.0 0.0 -82.89395400755812 -8.304961416717447
0.8556229564160716 0.3256143549226459 53.64548938240729 0.17604855278102866 0.5077979247693137 -5.461912601886756 2.1374094465792584 -0.9929892357617112 -0.3193354641582502 0.0 1981.0 0.0 -82.89228875064912 -8.227099247531491
0.7737274557205056 0.4250052445809722 54.25797949973173 0.1752996677331887 0.47653075390844646 -5.29357856555132 2.46815265131846 -0.9662805212837355 -0.9171086412210379 0.0 1981.0 0.0 -82.82227645728963 -8.126489127089624
0.8035635364406892 0.2553688586392011 53.19625132383041 0.15298811474009796 0.5307371819112036 -5.568675940022591 2.3312371895573354 -0.8929833068638402 -0.08308937275583617 0.0 1981.0 0.0 -82.80454868144211 -8.164325696553183
0.7513752194519064 0.3351966412535417 52.958192422861195 0.27940506105696805 0.37289010379846455 -3.1918725803045294 2.1979286815548646 -0.5882796116772884 -2.017401690728131 0.0 1981.0 0.0 -82.71191899139056 -8.097174593328727
0.752247922493875 0.35457257331539377 53.61601807275008 0.19999244812719788 0.6695879189868065 -5.680995250759 2.119927604485603 -0.9701728276352917 -0.45105865973685866 0.0 1981.0 0.0 -82.59109802188935 -8.098335393685701
0.8052331201849553 0.5109728671773601 53.624068112751246 0.17858376615197832 0.6013888236207997 -2.3072439844134545 2.1735522801715494 -0.0064716362763235225 -2.185438439728139 0.0 1981.0 0.0 -82.57646741914492 -8.166401265689617
0.8755592938509703 0.1564963678866734 52.79216321451085 0.1566962022295198 0.6945815680689127 -4.996663493969235 2.1500645775960043 -0.5574403222974293 -0.912060126756792 0.0 1981.0 0.0 -82.57206041142713 -8.250132315035692
0.7845867314548918 0.09678925432971998 52.34370602574513 0.11899212579963811 0.40957163833263943 -3.4709617124218615 2.244190331357746 -0.3630434373107665 -1.5167782376900227 0.0 1981.0 0.0 -82.4577682522113 -8.140426562312397
