supernova_mag_boost supernova_mag_stretch inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift em_syserr luminosity_distance Ebv log_likelihood log_prior
1.2503611495422753 2.73315306611619 0.17291108359345583 54.45611155553823 0.21647945723470044 -0.4500714449635028 2.320712337681062 -0.4466462227311956 -7.608989042093072 0.0 1.0 1981.0 0.0 -58.27179526900093 -10.861834347189024
-4.038911172537277 1.6283570511461327 0.1384309897670372 53.591059437745386 0.27607984778161215 -1.155138730232662 2.7170169274190044 -1.0135503107039963 -0.8211112644771834 0.0 1.0 1981.0 0.0 -56.681046968530545 -10.861834347189024
-1.7002466541543875 1.6371028398411078 0.014193080896671402 56.33320806270227 0.21103741193007872 -0.13982144912164252 2.6493568665441956 -2.9911685996786264 -3.6801739655602885 0.0 1.0 1981.0 0.0 -55.7504565566718 -10.861834347189024
2.3581055715318575 3.1389430739770474 0.15667377391191462 53.06785619233603 0.2295252508787639 1.4160106770927596 2.127151414652808 -0.6777331368274959 -4.859720516504439 0.0 1.0 1981.0 0.0 -55.701525635136804 -10.861834347189024
-0.5190157332480201 2.6752705363603027 0.2467976824371922 52.49657267982927 0.3001898295734537 -1.1354647613450055 2.6343371295184617 -0.26155525736170393 -1.3872619473896854 0.0 1.0 1981.0 0.0 -54.61634057614465 -10.861834347189024
-1.3364756145109853 3.3383849316417624 0.05312021248525247 56.60478341683439 0.2743996301463635 -1.5408168382385963 2.3917469294865232 -1.6449823706701574 -8.252521831445868 0.0 1.0 1981.0 0.0 -54.420983088693276 -10.861834347189024
-4.636264918715635 2.721065529845078 0.13243475399274035 55.96837717246223 0.135298912120322 -0.17440730571021668 2.584002597461765 -2.440753383307616 -3.372914256922188 0.0 1.0 1981.0 0.0 -54.29998549852292 -10.861834347189024
0.36116676925677815 3.7820402351955664 0.04707797412929201 55.786896109130524 0.0555597287118409 1.2142582265093305 2.138628433462992 -2.59089453608659 -7.354773120509679 0.0 1.0 1981.0 0.0 -54.05806658685139 -10.861834347189024
3.7818767179692347 4.025322025435168 0.012692146925109766 53.23417680167874 0.25421601602660815 0.4220446154465236 2.145949964730459 -0.946960356406124 -4.574914392360037 0.0 1.0 1981.0 0.0 -54.049263897598394 -10.861834347189024
-0.6575763436573752 2.2592005869392993 0.03713149740324391 53.644099300477926 0.17503017580079994 1.3234602605001626 2.264254175139694 -1.2187281207224014 -4.776734053585655 0.0 1.0 1981.0 0.0 -53.92404510338977 -10.861834347189024
-4.249896380781628 1.0073006124928532 0.08857370024294885 54.60129867311668 0.2480774992985896 2.154484854592102 2.9421201961996557 -0.6812281287529007 -7.060545732230992 0.0 1.0 1981.0 0.0 -53.782256059506246 -10.861834347189024
-4.065237498039892 1.8026587250191781 0.17273524583255584 53.056521714380956 0.2908314034529972 -1.4104469875464183 2.5582418765259725 -0.7571339764482943 -0.8439277292784482 0.0 1.0 1981.0 0.0 -53.74397513553585 -10.861834347189024
-0.3469934579282574 4.418621443719903 0.18134831841788832 55.721061224366615 0.25012393430920965 -1.4991269580210878 2.6080417476839584 -2.582935984020636 -4.027724238629988 0.0 1.0 1981.0 0.0 -53.67646576260834 -10.861834347189024
-2.776275553326544 3.610555544387634 0.039050228728563015 56.55530599997037 0.18265572252583995 -0.2798414696176703 2.4287989373382324 -3.4482495587689543 -2.252590980770658 0.0 1.0 1981.0 0.0 -53.64403910267357 -10.861834347189024
1.2477837756456385 3.6859962631100363 0.3381641601042151 53.83103696848413 0.2630439225589508 2.8830389514618986 2.3513658567915647 -0.8505796134372714 -5.628995409820608 0.0 1.0 1981.0 0.0 -53.64233767067883 -10.861834347189024
2.2139970475293493 2.756730893367897 0.2062499778799427 55.627289902324655 0.25361619444914274 2.251949334584115 2.150124378729315 -3.03998232995821 -5.3172685252607135 0.0 1.0 1981.0 0.0 -53.59237098222864 -10.861834347189024
