Nested Sampling Global Log-Evidence           :   -0.416733525106481366E+02  +/-    0.590640915439110542E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.416733525106481366E+02 +/-    0.590640915439110542E-01
Local Log-Evidence   -0.416733525106481366E+02 +/-    0.590640915439110542E-01

Dim No.       Mean        Sigma
   1    0.125544068032085454E+00    0.972432489481678819E-01
   2    0.198093129229313990E+04    0.540330453242464692E+01
   3    0.551827939671764724E+02    0.123331609405685017E+01
   4    0.208131194003394110E+00    0.605860877959196673E-01
   5    0.442651304844741855E+00    0.176241555860877225E+00
   6   -0.302152758005880129E+01    0.198911791741353250E+01
   7    0.216744204672254392E+01    0.112165958612233857E+00
   8   -0.282411008313525969E+01    0.115859570878992124E+01
   9   -0.252471997033034246E+01    0.151838131454414027E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.445873613277646630E+00
   2    0.198343228362330615E+04
   3    0.529606559613083618E+02
   4    0.200500007036601036E+00
   5    0.736218400127540806E+00
   6   -0.779817428454006034E-01
   7    0.224870512216883345E+01
   8   -0.269784211129939777E-01
   9   -0.369857491754871326E+01

MAP Parameters
Dim No.        Parameter
   1    0.445873613277646630E+00
   2    0.198343228362330615E+04
   3    0.529606559613083618E+02
   4    0.200500007036601036E+00
   5    0.736218400127540806E+00
   6   -0.779817428454006034E-01
   7    0.224870512216883345E+01
   8   -0.269784211129939777E-01
   9   -0.369857491754871326E+01
