    0.408911902183775808E+02    0.748185268478139265E-01    0.198469888031491610E+04    0.541669800836802153E+02    0.181248632141750743E+00    0.501165309519879143E+00    0.261122815082748438E+01    0.203700200133044707E+01   -0.151697663558882478E+01   -0.524313266602827088E+01   -0.289344817456374557E+02
    0.487107557234852617E+01    0.263880065869565028E+00    0.197566839099030290E+04    0.557188306302335832E+02    0.300506779231625609E+00    0.689761898983281441E+00   -0.159383027880793104E+01    0.278920474086721981E+01   -0.184786104961739550E+01   -0.540057603859897117E+01   -0.279711715296228647E+02
    0.490095195904982788E+02    0.166447984054346299E+00    0.198880309400786268E+04    0.557585139833789256E+02    0.278423086009163934E+00    0.746397790001526729E+00   -0.509911915814213490E+01    0.221838046865220795E+01   -0.130514480072064032E+01   -0.464962813283573784E+01   -0.276059092660634633E+02
    0.113176665908283205E+02    0.823273741958572142E-01    0.198076934718760822E+04    0.560218894636882041E+02    0.262785695212288450E+00    0.303848854128152823E+00    0.375865504584495191E+00    0.244297354310242421E+01   -0.212094440067684031E+01   -0.664526950308411024E+01   -0.273808316338119724E+02
    0.396859670695146605E+02    0.613812930979302368E-01    0.198306705905865806E+04    0.549009095560371492E+02    0.281595113998311330E+00    0.684593458621549744E+00   -0.365086276865212156E+01    0.218644859203238262E+01   -0.152687179078945467E+01   -0.396201117760179944E+01   -0.270354210331920939E+02
    0.984947646287247847E+00    0.396795465755671178E-01    0.197600662868437348E+04    0.555877591197132688E+02    0.167360066839018301E+00    0.240066104993669760E+00   -0.216486742942831434E+00    0.202563033869445652E+01   -0.130872942407433079E+01   -0.734719701723170271E+01   -0.264241868745417250E+02
    0.578524812072808103E+02    0.306520851411463291E+00    0.198292491511852108E+04    0.556077355759580030E+02    0.289804368978665128E+00    0.635380375752802595E+00    0.109245948535109427E+01    0.250003839554625573E+01   -0.145041037529616723E+01   -0.706538798966247050E+01   -0.260999706959612610E+02
    0.421338151908834817E+02    0.100119837971037962E+00    0.197896014155959824E+04    0.548769322017437275E+02    0.174999638933346247E+00    0.170550245349525342E+00    0.166262709867222824E+01    0.279334118424882849E+01   -0.855779056097566659E+00   -0.705510021951283051E+01   -0.260108220941351291E+02
    0.796563620092204605E+01    0.209172398621479627E+00    0.197508972657078607E+04    0.555894141566775488E+02    0.209412498350946052E+00    0.288716466009384720E+00    0.186852114989993723E+01    0.287302316551245429E+01   -0.741538085597372110E+00   -0.820817531944491385E+01   -0.258253199680900067E+02
    0.245594594880494803E+02    0.161120689288474866E+00    0.198026160592248107E+04    0.548142304779880618E+02    0.279898589819551180E+00    0.322198031204062929E+00    0.445305259244369367E+00    0.213676183099038086E+01   -0.759877469914398418E+00   -0.751159650266923151E+01   -0.256904499512890609E+02
    0.181231145494180979E+02    0.117790894612279933E-02    0.197586946593562402E+04    0.544627032321537641E+02    0.266206502960916802E+00    0.313502450097089047E+00    0.295107155412525302E+00    0.213942342057731949E+01   -0.414744420658488266E+00   -0.777607371785140078E+01   -0.255604348126471201E+02
    0.112532220407747699E+00    0.571927573799371411E-01    0.197457065397846759E+04    0.549776153379434476E+02    0.137656002545966966E+00    0.246184788127623344E+00    0.217314495247775241E+01    0.201941304168478108E+01   -0.108239466189033262E+01   -0.782271557088933989E+01   -0.254263536473118066E+02
    0.188600266862577222E+02    0.664380444427448286E-01    0.198497616814134608E+04    0.549399221084207880E+02    0.810075354665806269E-01    0.134573334430706737E+00   -0.300867216356591438E+01    0.274583934954568631E+01   -0.743574091121725900E-01   -0.617733580475485500E+01   -0.253728124110353335E+02
    0.418943613493555631E+02    0.463695199173355596E-01    0.198722260653632929E+04    0.561880118512467135E+02    0.286847665571081489E+00    0.706757580122702178E+00    0.895521259044674167E+00    0.220098732988556156E+01   -0.328308406184496526E+01   -0.679852713067169567E+01   -0.253253952136807996E+02
    0.119118122691320032E+02    0.306687061972159947E+00    0.197494387726490686E+04    0.541147676898281489E+02    0.246804093566739630E+00    0.563834106826855308E+00    0.204650325105466102E+01    0.262030817677913364E+01   -0.982255264821470853E+00   -0.569825580259608255E+01   -0.252458657286951969E+02
    0.548837685702138103E+02    0.226281316997916926E+00    0.198648770443311923E+04    0.552045022094767859E+02    0.172211659707870723E+00    0.449736735804588283E+00   -0.435537281436472767E+01    0.277213915391327470E+01   -0.119335721998512767E+01   -0.345820513936103691E+01   -0.252451097512784024E+02
    0.400870535420987864E+02    0.265420302808808573E+00    0.198842530070359635E+04    0.533918021772157587E+02    0.227717959308008921E+00    0.409102435144719112E+00   -0.344755427096119149E+01    0.246999167784319207E+01   -0.932320160863680414E+00   -0.174862073638134063E+01   -0.252067494091823576E+02
    0.293510942932083410E+02    0.113012589278509407E+00    0.198333888170297200E+04    0.548612718662416086E+02    0.100593680251526443E+00    0.408667287513883593E+00   -0.406878676932357219E+01    0.260127139593751666E+01   -0.931373097854956811E+00   -0.381128952687414468E+01   -0.252000807084528660E+02
    0.281470003098604327E+01    0.227977558886441389E+00    0.197895808687471231E+04    0.534202433460228292E+02    0.240681948290280029E+00    0.422906797920661215E+00   -0.304619335734761254E+01    0.232502237918719779E+01   -0.679542854530457596E+00   -0.365248979891938497E+01   -0.251923816113677326E+02
    0.129359148080546440E+02    0.809406683548845596E-01    0.198041417248408175E+04    0.565090110697458670E+02    0.278885970142202511E+00    0.919938543054474311E-01    0.110756490158688603E+01    0.218807441593731244E+01   -0.317183255248454898E+01   -0.718636590099048167E+01   -0.251451528682198635E+02
    0.482060468241307376E+02    0.112424622103224042E+00    0.197197234582444958E+04    0.565796703966579884E+02    0.125516408445687233E+00    0.293932286102819018E+00   -0.340327041573205458E+01    0.247481083739592611E+01   -0.967411309680353604E+00   -0.711633084780845060E+01   -0.251034709278463026E+02
    0.307126752623190740E+02    0.208067803871128193E+00    0.198005646844366652E+04    0.566575809621176845E+02    0.209589948920504338E+00    0.511360528851743101E+00   -0.382370999776871878E+01    0.215024810524457655E+01   -0.761573423659258175E+00   -0.804747359835615406E+01   -0.250362997695555833E+02
    0.554678901962292343E+02    0.958528300349857643E-01    0.198681341074195575E+04    0.558604090362001600E+02    0.122097109851721841E+00    0.210902421452093702E+00   -0.455843791819827793E+01    0.230733221220249085E+01   -0.369043556778414539E+01   -0.159971862963598177E+01   -0.250341548634567417E+02
    0.408393626397714726E+02    0.645507360867136060E-01    0.199028145996319472E+04    0.554094682028238736E+02    0.245271081170063243E+00    0.251150700493767642E+00   -0.467116840534969224E+01    0.219252378028755857E+01   -0.334580654847538739E+00   -0.651480714499733438E+01   -0.250099299003860480E+02
    0.397817819161276489E+02    0.252596928265801879E+00    0.197865192856602175E+04    0.568608067662392571E+02    0.160520967880255994E+00    0.455295032102341235E+00    0.180808694641914691E+01    0.213524704848682534E+01   -0.268623202621336610E+01   -0.851951982915863582E+01   -0.250022708533687243E+02
    0.189147539323136620E+02    0.132484151233829645E+00    0.197757491338859973E+04    0.535864019582835027E+02    0.302891165232332449E+00    0.593336883497386780E+00   -0.172610268501456687E+01    0.243802780279960274E+01   -0.167906339364717994E+00   -0.489152655612384457E+01   -0.249810509030092689E+02
    0.468749884187391501E+02    0.621250651761692599E-01    0.198294326936311859E+04    0.563197344172149954E+02    0.883870198013587682E-01    0.354048920746784790E+00   -0.856495756699342081E+00    0.224308027090000550E+01   -0.666105309549887892E+00   -0.967822184693285870E+01   -0.249188926888167721E+02
