Nested Sampling Global Log-Evidence           :   -0.932017452128471291E+02  +/-    0.867653964429658531E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.932017452128471291E+02 +/-    0.867653964429658531E-01
Local Log-Evidence   -0.932017452128471291E+02 +/-    0.867653964429658531E-01

Dim No.       Mean        Sigma
   1    0.688000459790883867E+00    0.629629903731220991E-01
   2    0.841197221885717633E-01    0.634656250395950750E-01
   3    0.524314426597867040E+02    0.256314511288647850E+00
   4    0.216663826608391730E+00    0.594956605715655437E-01
   5   -0.474460792433769463E+01    0.719747837463189599E+00
   6    0.212446919735015483E+01    0.634319995195065101E-01
   7   -0.513746990099026135E+00    0.221603453153282753E+00
   8   -0.576647678229853633E+00    0.471177782683621205E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.631861167916375255E+00
   2    0.238739443590489792E+00
   3    0.524708662546822282E+02
   4    0.248886747034842176E+00
   5   -0.464015460393354662E+01
   6    0.203999351429207554E+01
   7   -0.204463638585004048E+00
   8   -0.426979683618593953E+00

MAP Parameters
Dim No.        Parameter
   1    0.631861167916375255E+00
   2    0.238739443590489792E+00
   3    0.524708662546822282E+02
   4    0.248886747034842176E+00
   5   -0.464015460393354662E+01
   6    0.203999351429207554E+01
   7   -0.204463638585004048E+00
   8   -0.426979683618593953E+00
