    0.123010246600840645E+00    0.197364608360776674E+04    0.552460921926111652E+02    0.268190313349730314E+00    0.784039517081765447E+00   -0.187120456205576602E+01    0.259057727282069283E+01   -0.110971999184062575E+01   -0.560774581240990333E+01   -0.271543990446232328E+02
    0.167299237221573277E-01    0.198403226908228316E+04    0.567163945070676760E+02    0.225440666739000733E+00    0.340463927278300271E+00    0.127771135642928790E+01    0.218617688407059463E+01   -0.186999418097592951E+01   -0.946739480217751783E+01   -0.269179634374908474E+02
    0.676096618517167819E-01    0.198348648959507364E+04    0.535676330862414503E+02    0.115986835598577212E+00    0.257842681165653786E+00   -0.211548905110602758E+01    0.283612789773070695E+01   -0.377401957878540806E+00   -0.398560356359476931E+01   -0.268541325890327514E+02
    0.548828889628096284E-01    0.197195300149622449E+04    0.542920956653043874E+02    0.237447692700380658E+00    0.531395466801315788E-01    0.723655925772160202E+00    0.215022148204255759E+01   -0.170263760038955869E+01   -0.404886958300407329E+01   -0.262935117136692433E+02
    0.230852574345689621E+00    0.197132539150237517E+04    0.544417709766169367E+02    0.161999582479244203E+00    0.362226317415246024E+00   -0.145095231974371064E+01    0.222072680694571822E+01   -0.162448399261647047E+01   -0.328512979413328043E+01   -0.262590862395586662E+02
    0.416798584543165429E-01    0.197894158465945429E+04    0.564632094464920584E+02    0.168949362544518950E+00    0.407511469693525752E+00   -0.136288785789199540E+01    0.217558103826841309E+01   -0.585785768902320036E+00   -0.993974971312507272E+01   -0.259351022294890043E+02
    0.953506941578613765E-01    0.198246219551989634E+04    0.561508906305741959E+02    0.885855232914299906E-01    0.276964619428451853E+00   -0.335139531385123934E+01    0.236211759634953022E+01   -0.325970794328248381E+01   -0.250972591339393869E+01   -0.253007515063637669E+02
    0.136166836144575781E+00    0.198832516589420447E+04    0.553725637387783109E+02    0.230013181813355644E+00    0.619345954247556563E+00   -0.206750304892083570E+00    0.268811516083884872E+01   -0.147244576514580450E+01   -0.589956514815336863E+01   -0.252379783276321916E+02
    0.793325415570394765E-01    0.198096518532946129E+04    0.563429169979564790E+02    0.631606243880936669E-01    0.239689955901637747E+00   -0.454726843023214844E+01    0.257201167739776704E+01   -0.232794721919201475E+01   -0.408047550400911785E+01   -0.252123234325889776E+02
    0.339410711260107120E-01    0.198341759097610407E+04    0.524426572365433969E+02    0.156819899108806893E+00    0.478292346433539739E+00   -0.383176429411218766E+01    0.215681725884993414E+01   -0.932244555096072958E+00   -0.112799019915495435E+01   -0.251529365714272508E+02
    0.173330009280980683E-01    0.197217916398798707E+04    0.537179424634131806E+02    0.232652146339098170E+00    0.265681202714667830E+00   -0.301926416822930754E+00    0.251398416427090643E+01   -0.360515509432040027E+00   -0.624647830313066077E+01   -0.251494533827932116E+02
    0.143882502165104981E+00    0.198189820803961607E+04    0.563239905325663983E+02    0.175414562155467080E+00    0.509436658990544800E+00   -0.215362861340629808E+01    0.277190923032534009E+01   -0.109683612334200609E+01   -0.742706323625405940E+01   -0.250621341790143148E+02
    0.102260198878468475E+00    0.198595150314171042E+04    0.559849795574541602E+02    0.270791203041387929E+00    0.485358729895654373E+00   -0.457827743088954620E+01    0.235432421562043626E+01   -0.378412439657193733E+01   -0.151974121728309441E+01   -0.250327697925909973E+02
    0.114997999274282173E-01    0.197495342367798071E+04    0.542683558809350686E+02    0.874651973605299060E-01    0.378247119843874088E-01   -0.436121059433635949E+01    0.243266189532428800E+01   -0.149679700938613447E+01   -0.290039653423844168E+01   -0.250212252068560161E+02
    0.556805293603414020E-01    0.198623078977152591E+04    0.557065705588546294E+02    0.127986517069032912E+00    0.273785444420526491E+00   -0.393957964135348782E+00    0.283306666792853123E+01   -0.196002472111471704E+01   -0.535243711484172913E+01   -0.249407703828673881E+02
    0.559941240470122337E-01    0.197953554993260900E+04    0.559899791434746845E+02    0.172295533001068563E+00    0.640305520540776385E+00   -0.598999506910860724E+01    0.276798062771768238E+01   -0.246701591116131702E+01   -0.197581073901293358E+01   -0.248219754837702666E+02
    0.176464725646705484E+00    0.197653189281679784E+04    0.563121640138795030E+02    0.283496146561536877E+00    0.784408452285440538E+00   -0.504410815807188939E+00    0.219147165264995758E+01   -0.230223439641089822E+01   -0.749273064762260876E+01   -0.247939108391118950E+02
    0.175859823224406020E-01    0.198389413256575881E+04    0.559504039757826206E+02    0.116498952423223029E+00    0.127502261447106524E+00   -0.579956879870654696E+01    0.260149394791603239E+01   -0.267567915805909040E+01   -0.186883405450613793E+01   -0.247406152738328373E+02
    0.478164027169884973E-01    0.197127689563394756E+04    0.532653455989362783E+02    0.301887863610805385E+00    0.126374265399312902E+00   -0.567911698754805450E+01    0.245923671726231374E+01   -0.956023763545697847E+00   -0.161842585621639934E+01   -0.246442880994244042E+02
    0.977151740927461598E-01    0.198354132543781543E+04    0.551907540632692957E+02    0.161110681870204386E+00    0.682655554130668585E+00    0.894696676723383710E+00    0.262203882730181626E+01   -0.205418441992699918E+01   -0.554839166336641121E+01   -0.245998398003053396E+02
    0.294926787859542738E+00    0.197655899773554302E+04    0.554125225932807055E+02    0.302999426909607295E+00    0.734494838037769160E+00    0.865440808537250916E+00    0.221376378197856116E+01   -0.196967800667083592E+01   -0.664070218649461452E+01   -0.245911461174799690E+02
    0.913094234873929184E-01    0.197320078903386275E+04    0.540709220851787009E+02    0.149313872983132812E+00    0.135783184964626102E+00   -0.296321688895515489E+01    0.264859101558812160E+01   -0.101227637354954325E+00   -0.555123075323902171E+01   -0.245800027500777816E+02
    0.257523875623915897E-01    0.199083271244359253E+04    0.537145620030304727E+02    0.107275541258037940E+00    0.228987502044730923E+00   -0.861825805963877478E+00    0.275671660537132901E+01   -0.528957335730392941E+00   -0.477888378816521531E+01   -0.245073819069055858E+02
    0.223091508172298170E+00    0.197840487473357780E+04    0.554319836747571273E+02    0.184182079795167597E+00    0.418436572689784458E+00   -0.247647444302572906E+01    0.289723573804785506E+01   -0.824170456051684042E+00   -0.579948524979576874E+01   -0.245048758926644510E+02
    0.196342652285990404E-01    0.198124966157901190E+04    0.559928734909849766E+02    0.100454171828337283E+00    0.189166340295391588E+00    0.141227609346869176E+01    0.265817039663083410E+01   -0.123518513348264669E+01   -0.828583867542664620E+01   -0.245046103437663945E+02
    0.969605072448199296E-01    0.198768860622334978E+04    0.560782632270264614E+02    0.261894064760205048E+00    0.347718751137494841E+00   -0.424735667271838491E+01    0.290487627042616214E+01   -0.139550096245270749E+01   -0.505932207487550212E+01   -0.244077201918816868E+02
    0.177956272987254027E+00    0.197259744355557746E+04    0.539151288262455139E+02    0.275742107535974668E+00    0.233320367660234979E+00   -0.237256440881561304E+01    0.229284221427880919E+01   -0.198380879542841893E+01   -0.203023247589118583E+01   -0.243953743063540998E+02
    0.501556231496397761E-01    0.198001305509694271E+04    0.550641547113519181E+02    0.133699527577771315E+00    0.369129005265881271E+00   -0.341161891573899112E+01    0.285820126778212780E+01   -0.687700966091561838E+00   -0.524786284747997467E+01   -0.243800213471354397E+02
    0.154803139501244635E+00    0.198205714331593299E+04    0.556777772004091958E+02    0.181804171359523759E+00    0.654628601232931873E+00   -0.757588358325798517E+00    0.240103327125472976E+01   -0.314618787456494964E+00   -0.842575754168386126E+01   -0.243021225454646910E+02
    0.501482394047660374E-01    0.197381764709268828E+04    0.566601634958394271E+02    0.262683138640070590E+00    0.516507467772443385E+00    0.537326699331595492E+00    0.218007383795794674E+01   -0.244204338912292096E+01   -0.856642800929535575E+01   -0.242698865466357638E+02
    0.481050114624573949E-01    0.198361173451089689E+04    0.551854431966077001E+02    0.290811725819813682E+00    0.574196334132358155E+00   -0.264875304719518390E+01    0.235314943915390851E+01   -0.113553352023141585E+01   -0.552052957864698346E+01   -0.242446732854794504E+02
    0.581445107722894095E-01    0.198082129622383604E+04    0.555202845122571063E+02    0.183190807214978518E+00    0.644673140889428842E+00   -0.213427182764085899E+00    0.287608929595781637E+01   -0.378326055574872200E+00   -0.821081903137542923E+01   -0.242348679896480412E+02
    0.452135457670219815E-01    0.197672246615176982E+04    0.564598361591193907E+02    0.163054852770228131E+00    0.666697895526256135E+00   -0.321086537928125848E+01    0.215082998626252619E+01   -0.211559004909374160E+01   -0.620666986905078932E+01   -0.242162309446038684E+02
    0.149244318594099756E+00    0.198402639090836647E+04    0.555747695666910744E+02    0.238029014455292898E+00    0.275373608007845716E+00   -0.554665987812149375E+00    0.224853316195603536E+01   -0.343179325207469965E+00   -0.867145313994434552E+01   -0.242022854014095792E+02
    0.651204372042194640E-01    0.197159188054554056E+04    0.557799646142401002E+02    0.735188968110783436E-01    0.305477062794270893E+00   -0.276436605255404455E+01    0.283612579633037720E+01   -0.122038607076364425E+01   -0.544520260930168032E+01   -0.241821338129614247E+02
    0.471315278397127068E-02    0.199018271431150902E+04    0.553839286404286923E+02    0.660031971146839702E-01    0.107896898273599273E+00   -0.182486794165281818E+01    0.245741070030056896E+01   -0.212688913823676939E+01   -0.438332337232311353E+01   -0.241602234413677301E+02
    0.225856694486286369E+00    0.197514047208691431E+04    0.561412079284320527E+02    0.223678676233906748E+00    0.239408067048145518E+00   -0.346169902946499208E+01    0.260346717022350527E+01   -0.188852530480756409E+01   -0.452117099222650687E+01   -0.241513550308431064E+02
    0.125282979791557753E+00    0.197675577975001534E+04    0.561397192663018245E+02    0.111058609367180150E+00    0.459631288024988705E+00   -0.515824611504718256E+01    0.231517670688018695E+01   -0.118399335881605516E+01   -0.511887080026700492E+01   -0.241016757042692866E+02
    0.131547988918239767E+00    0.197403840897958389E+04    0.557702852425751558E+02    0.961983506318871556E-01    0.287954402394366038E+00   -0.973438030995629866E+00    0.225938659540248121E+01   -0.874995016396669101E+00   -0.739821277985933534E+01   -0.240993254907699495E+02
    0.131534747193288531E+00    0.198199272067379343E+04    0.563566156060417711E+02    0.173634587251934952E+00    0.460464401799545342E+00   -0.510381564847811564E+01    0.223083841511016923E+01   -0.187380453996753538E+01   -0.483379428145249612E+01   -0.240980530602360190E+02
    0.874847099684246260E-01    0.197525397174702471E+04    0.538974149825437863E+02    0.885454038743136718E-01    0.276155049924243834E+00   -0.187727803022209283E+01    0.233786464691780127E+01   -0.119302145053578901E+01   -0.320557643346780985E+01   -0.240766251509729656E+02
    0.211126903537353500E-01    0.197634667266757992E+04    0.555824250390346464E+02    0.168934627790911590E+00    0.955285847538766275E-01   -0.387064558965605610E+01    0.228132343696377982E+01   -0.111778681982261041E+00   -0.715990568321246812E+01   -0.240681880155079071E+02
    0.122441246712909721E+00    0.198387443895403067E+04    0.562433509379964249E+02    0.173414769519254497E+00    0.535999295143704924E+00   -0.543499500406998770E+01    0.210911013270125292E+01   -0.388746093579818108E+01   -0.102503868332401105E+01   -0.240647530295892054E+02
    0.144885893486482675E+00    0.197816834306478222E+04    0.538702001169352513E+02    0.204200281626376712E+00    0.334684555167572062E+00   -0.444793539211048028E+00    0.251514154365109865E+01   -0.247901186522004657E+00   -0.640369631251437710E+01   -0.240516503472483620E+02
    0.397663274913126974E+00    0.197825104353113807E+04    0.555233391353632015E+02    0.270820515077029700E+00    0.497568237663920443E+00   -0.358462927024615441E+01    0.274805201971954993E+01   -0.856300863633531861E+00   -0.541257229377803650E+01   -0.240483615919113802E+02
    0.187824945822232026E+00    0.198444631673192976E+04    0.563273089954772530E+02    0.221664796461400304E+00    0.214864059031750071E+00   -0.395645795295502767E+01    0.265957269855235179E+01   -0.258305189892165910E+01   -0.333187786286497012E+01   -0.240356406168599221E+02
