supernova_mag_boost supernova_mag_stretch inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift em_syserr luminosity_distance Ebv log_likelihood log_prior
0.46736424333818416 0.645247362367203 0.1626599488103647 55.49907836086726 0.29095055486159715 2.1128866305914773 2.729771168832897 -2.8295619926059308 -5.824089073909732 0.0 0.5 1981.0 0.0 -32.167533839823335 -10.861834347189024
0.4184664284785171 0.5864217900535635 0.1603161036762188 55.29942821050774 0.2244934903385811 2.101371003739663 2.658173498409034 -2.1445125802175014 -6.460306998651012 0.0 0.5 1981.0 0.0 -31.754299353212026 -10.861834347189024
0.4420052524484479 0.6502008116382092 0.1656135669621585 54.73030842253399 0.22306174938530615 0.43969733640839426 2.9815031708465045 -2.574809534511569 -3.5506405454185987 0.0 0.5 1981.0 0.0 -30.674422982538943 -10.861834347189024
0.34899425518883564 0.5960072486373219 0.1453922195146059 52.00051902007901 0.17622167821069742 1.224586028023265 2.652706278999008 -0.36843588120664705 -3.88163919728499 0.0 0.5 1981.0 0.0 -30.60209935052213 -10.861834347189024
0.5407930733594313 0.6239851448554544 0.01838057845319472 53.81155906621937 0.24992376984794254 0.5005851218858455 2.8372833713209755 -1.731802462501932 -4.247994791131323 0.0 0.5 1981.0 0.0 -30.301047229964624 -10.861834347189024
0.4442294255454984 0.6441236327571941 0.1446446574184328 53.27756545118561 0.19877020238749052 1.3938993569667186 2.413978139645026 -2.1956992142856446 -0.98752052867132 0.0 0.5 1981.0 0.0 -30.26666370558766 -10.861834347189024
0.8271848107225654 0.6915045113956031 0.21735944195893384 55.39437830551115 0.2712987775275909 0.3575399924002429 2.9462171677651523 -2.4222284949367214 -4.982286215178551 0.0 0.5 1981.0 0.0 -30.03046728068929 -10.861834347189024
0.595037574678873 0.6141966800530769 0.11243953373532697 52.32858224922043 0.27062675463070296 -0.28076589052450984 2.7986581384830904 -0.9616166226003768 -2.615336447974822 0.0 0.5 1981.0 0.0 -29.88920668682329 -10.861834347189024
0.6814359593330854 0.6347484932585062 0.0917031333688988 56.305974311655426 0.20441165946924472 -3.4480574933184203 2.8500141160283023 -2.342494134963858 -4.8414391306010565 0.0 0.5 1981.0 0.0 -29.601497746288835 -10.861834347189024
0.5689683282054689 0.6681473219072647 0.037910457305425964 53.200710025940246 0.25785831036503143 1.412832452392375 2.526932970514066 -2.0902067976427507 -1.9024294851183452 0.0 0.5 1981.0 0.0 -29.371950937583392 -10.861834347189024
