em_syserr inclination_EM log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B timeshift luminosity_distance Ebv log_likelihood log_prior
0.40371942821494783 0.0537496373404331 53.6568969802983 0.08930462380170448 -1.0138378215309185 2.404955547354272 -0.24918428144658833 -5.674692941201187 0.0 1981.0 0.0 -23.349177633526523 -5.963144856006041
0.2836058608757901 0.010999899085184119 54.11958399663942 0.10652949735802693 -2.619935083399562 2.597712966623247 -0.14553778769830217 -5.778254436576736 0.0 1981.0 0.0 -21.89808760011263 -5.610586976236913
0.2340518753055509 0.06149279944877597 55.490836783949675 0.27877741199729933 -4.5658134727245905 2.501337166746377 -0.40297086761925005 -6.439098816891821 0.0 1981.0 0.0 -19.44502064315017 -6.3946781082426645
0.40854377692592986 0.0823001066979271 53.12326500069249 0.1608714755058658 -1.896608319650479 2.428392518994658 -0.3630624297301175 -4.273383832746416 0.0 1981.0 0.0 -19.2530128796589 -6.513314138818612
0.30342529443358623 0.023867931240246124 54.57564720011278 0.05300647514634608 -4.447701094680195 2.5487616650905327 -0.6884634548821724 -4.569690653693254 0.0 1981.0 0.0 -19.214537544724433 -5.076175654182664
0.3535161819491038 0.06367497803339342 54.08291902090693 0.20574250600891275 -2.164163292195187 2.4444942593623664 -0.04985379931941036 -6.164645038451157 0.0 1981.0 0.0 -18.832374419762495 -6.531560028375692
0.46494380817226627 0.06219242091641491 52.136486733425315 0.1527553037336395 -0.35346404496109596 2.1190204248849707 -0.11413819497311817 -3.413522835731669 0.0 1981.0 0.0 -18.82062923799373 -6.542882707890833
0.4006860792140669 0.015639707163025166 53.49528133093219 0.14408190045777294 -2.093814895901722 2.5223041243957933 -0.16812335829204628 -5.080601917903652 0.0 1981.0 0.0 -18.789516287657893 -6.258699990651143
0.3726486768238923 0.13880178436976298 54.43402750458035 0.16366650581363154 -2.2301154945344934 2.3553374793503603 -0.1638437560217092 -6.447587127441324 0.0 1981.0 0.0 -18.622624012611535 -6.667331183523612
0.24144815141751547 0.020601543257259308 55.01669108605441 0.2693548394098831 -2.9642572259599946 2.4917164393252365 -0.11261898572607709 -7.087777570592559 0.0 1981.0 0.0 -18.583789618440598 -6.371304420990966
0.34596523143985386 0.041410321477106965 54.96792472320994 0.24819550003731328 -3.0369850154462537 2.550372860124392 -0.10004660897291728 -7.009677724719352 0.0 1981.0 0.0 -18.452799417271088 -6.662167299592699
0.3039091049082359 0.01447311190509979 54.979947932443544 0.08337188471666282 -5.623600009164605 2.5144205833145765 -0.8135278754796822 -4.32806358612166 0.0 1981.0 0.0 -18.275112304503246 -5.444356374781478
0.46388766745079857 0.04497169839910054 54.21237126303503 0.04754706212031443 -2.0720624516945705 2.5363585473706003 -0.17510121979362214 -5.7347145989356925 0.0 1981.0 0.0 -17.978437576934372 -5.7379134192208845
0.3139621249358411 0.25863207307070807 53.301224449822016 0.28154530846301884 -4.372069724305198 2.5569570991335597 -0.9295431616801224 -2.0641827370952406 0.0 1981.0 0.0 -17.953804029519986 -7.095450860724508
0.3932216233723267 0.07388998655774387 52.290749347557544 0.1229404185293962 -2.1899770618128795 2.2289208328135084 -0.3820444441930597 -2.4499946560847787 0.0 1981.0 0.0 -17.715007676433057 -6.2559359907455585
0.38874194851447774 0.05624587458231407 56.464300203649024 0.06840213988670198 -4.251032918566058 2.5066936096864767 -0.0707112997757422 -8.747393879285873 0.0 1981.0 0.0 -17.661711829834054 -5.815642630889112
0.302251555651011 0.04559831240385864 53.10658009626145 0.14756674750348794 -1.7066374840795806 2.4816836582993886 -0.15587450679954262 -4.659743827543 0.0 1981.0 0.0 -17.659717689350884 -6.042529636436411
