supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
35.330960702300565 0.18617147188769365 1989.2304556024433 55.613374531918 0.29306021613028477 -0.4946378917441585 2.2439261455983432 -1.6325673723108207 -6.985223750796896 0.0 0.0 -44.31763957589598 -13.494461897161976
40.72905320114581 0.10512766205585383 1973.1794741396475 55.265267566728056 0.2915715681376626 1.8859855174866267 2.3893677703217935 -2.0657699173193422 -6.307336487431847 0.0 0.0 -43.98663335996466 -13.352884916446616
16.56806128935324 0.07220805730620354 1982.887195057428 53.611168327445526 0.21013779959636278 -0.37475235683733743 2.280583351021944 -1.4778031836549417 -3.351794078911807 0.0 0.0 -42.116984090257034 -13.026307270733309
11.549695247778814 0.0304922986930513 1981.5887081822993 52.466010300246744 0.14946187815650308 -4.53221058499223 2.349668048248519 -0.2646405155506848 -1.7934513559859635 0.0 0.0 -41.97985046333346 -12.647543483345242
52.05486914347639 0.18644446930758848 1983.7117514141335 53.55643858457599 0.17996953512183345 -1.3699906294669928 2.388834784342341 -0.6072206645353893 -4.250480978103207 0.0 0.0 -41.91229916234633 -13.349091406120749
2.249483808070235 0.15408287425850203 1977.6198660982575 54.20730297139098 0.1816590309501863 -2.519650476141118 2.4385847708006363 -1.3228505704586073 -3.254614992718605 0.0 0.0 -41.89750881361988 -13.181527693718103
31.374805267448146 0.07131192831174385 1983.8153799029367 54.30344463945893 0.23383905638298758 -4.849639273514822 2.3491249728182955 -0.41935655146814277 -4.298167199832662 0.0 0.0 -41.79483718846183 -13.12004193055835
28.949992269061976 0.043908405473047564 1986.78155050818 56.205816286919124 0.26571892243047746 -3.275681440455764 2.3203850701968802 -1.4274002195146105 -6.630639172166363 0.0 0.0 -41.43422638083666 -13.212659265429103
4.041447427779835 0.09308961176615291 1988.8014664383834 55.743833943533176 0.16527505466377057 -1.6619777557874933 2.3332166529281233 -1.4933970426204226 -6.789963728366235 0.0 0.0 -40.981809011720266 -12.885920459708458
7.05603675849169 0.09548852181796184 1973.5747423776108 55.97546482783404 0.1652362428908327 -4.57569263365879 2.2659043644210386 -3.8184200984968486 -1.8585219111600644 0.0 0.0 -40.818942776398885 -12.894044604987311
13.980338444357674 0.20133024089120888 1990.5065727433519 56.66234704659686 0.19334708775661086 2.0213365150738127 2.4942725357029354 -2.307797844648137 -7.992226767134806 0.0 0.0 -40.76853890423633 -13.426271392810769
20.910121891720046 0.012407637569030187 1980.0034658852805 54.947691015260915 0.07631448482468962 -5.748445832340654 2.418283366745771 -0.410861000316328 -4.820361364592784 0.0 0.0 -40.753621026438026 -11.967771235847973
18.028539336538728 0.020505978688322473 1974.9210027526308 55.36048927194115 0.19429651498576447 -0.2958294693717187 2.632402929896735 -0.07137842350033363 -8.576619287481586 0.0 0.0 -40.694287926961515 -12.894593219972666
33.39927928254859 0.22592001723308422 1971.7563901438036 53.069512279237095 0.27778848728177197 0.19113456874524193 2.0196114204912337 -1.026920836371299 -2.9258953935433505 0.0 0.0 -40.67349687617485 -13.572559248502682
46.549350482216376 0.03134510360326169 1977.6188785911902 55.4524160605648 0.1692110034964362 -2.132038538560589 2.35496512711389 -0.6317744847362858 -7.182799415994238 0.0 0.0 -40.521566131183626 -12.767991882397027
23.222016457985337 0.056578975900718254 1987.6239711656865 56.05716460338225 0.27682330333816135 -2.9170834645210197 2.3476675285464492 -0.69373945355352 -7.595482080549916 0.0 0.0 -40.51906112573113 -13.259396033693882
7.544081900753736 0.13090935451855581 1974.6157181193444 55.534095764320824 0.20874522067032542 1.2736144964243152 2.3617935600796867 -2.4650415331773603 -5.970727969989975 0.0 0.0 -40.492103009413995 -13.15728055319665
16.25818562376081 0.02934064264096137 1977.4655231097513 55.631158824519474 0.14548391544041633 -3.1000559960541287 2.7273835528231514 -2.181318893286981 -3.5728286345210876 0.0 0.0 -40.48993974562828 -12.620093544305718
7.828391241337969 0.13676973334815407 1976.852301064267 56.5673263271496 0.20724251051634576 -2.5800549362179033 2.588873357958528 -1.7059175898577275 -6.7421791961238835 0.0 0.0 -40.42883698238022 -13.17119740583874
9.477878834748525 0.10488953893540434 1986.2884667627152 55.16810037763149 0.2700909999623811 -0.9366294595852711 2.7301820032568553 -1.5073493439290142 -5.341188587456108 0.0 0.0 -40.40219737721202 -13.290212542357978
33.82558675065298 0.09466140457636006 1990.7973355590875 55.741208905258915 0.3098273952277175 2.5190370664049 2.4895019236923583 -2.3427300431035314 -6.940416934600471 0.0 0.0 -40.378521078377695 -13.391070990432446
23.224419958173357 0.028929263605464214 1988.3114114557688 54.03233436126307 0.30023488428401746 -1.955211515016793 2.466744076882207 -0.056798690536884244 -5.764862550638571 0.0 0.0 -40.181158102144764 -13.31996084072151
