    0.944502310789133936E+00    0.856595778565759414E+00    0.197580742905137358E+00    0.567474432651760736E+02    0.292921115798212728E+00    0.718246444011860441E+00    0.682815710959669087E+01   -0.327565511344621818E+01    0.284028393239291566E+01   -0.970448231525621097E+00   -0.764464711219536497E+01   -0.328631738387383976E+02
    0.127643617968192302E+01    0.856878121074387988E+00    0.673640815799344678E-01    0.543689443454412427E+02    0.172385287351224908E+00    0.578328410389450598E+00    0.375873498678143436E+01    0.187076980381035618E+01    0.256980857557626230E+01   -0.247931433204189045E+01   -0.429366674608921972E+01   -0.326931136723301705E+02
    0.112753967514974462E+01    0.476750938081712650E+00    0.141872749400814013E+00    0.542076956097581828E+02    0.193525057783159038E+00    0.364719572245380930E+00    0.637553866807834613E+01   -0.262458980346938819E+01    0.252887971671855549E+01   -0.584144670764934482E+00   -0.513303341881935538E+01   -0.326693518706563424E+02
    0.525828305608228241E+00    0.568387372076826325E+00    0.854415736721681474E-01    0.534181418545948148E+02    0.214521396364276001E+00    0.344443932374184913E+00    0.366183469858296551E+01   -0.202052257575661631E+01    0.244038733167669264E+01   -0.247970311749516004E+01   -0.103574870911524997E+01   -0.317846089504721547E+02
    0.148588300645105065E+01    0.767404263865025360E+00    0.342506076017645433E+00    0.536096501748191301E+02    0.260237858629849605E+00    0.785011605133336898E+00    0.275376963610250858E+01   -0.879221656528272888E+00    0.244985600706255369E+01   -0.511568300137391851E+00   -0.499755951666975662E+01   -0.316840149831216777E+02
    0.122113138643738317E+01    0.870534875193010760E+00    0.507346814586100092E+00    0.567460479804416806E+02    0.190419860289536419E+00    0.562579635402357225E+00    0.365303335787424510E+01    0.197708944229390671E+01    0.260692538115349137E+01   -0.964839457921449650E+00   -0.944645918872551071E+01   -0.315870965721494983E+02
    0.109497308173621910E+01    0.812393498704330641E+00    0.373828588518464511E+00    0.537084759015373407E+02    0.238126647474200759E+00    0.727469611668591920E+00    0.591526626832078239E+01   -0.177920075315901727E+01    0.298940119088733613E+01   -0.166803416625312328E+01   -0.178123118699168792E+01   -0.314784768911536332E+02
    0.876711674745794589E+00    0.946840561098803546E+00    0.647278203669586077E-01    0.547961200796741252E+02    0.288278090513228891E+00    0.398900512420375108E+00    0.405062382785516650E+01    0.644008786553664336E+00    0.243104434423389648E+01   -0.144665868429768585E+01   -0.664096925188045706E+01   -0.314491977658668844E+02
    0.116560879341210466E+01    0.721120079132349878E+00    0.354242925896303462E+00    0.536899356213881163E+02    0.274883750204740873E+00    0.516276013340455031E+00    0.168896286504594206E+01   -0.423841893916841972E+01    0.275579196135254811E+01   -0.196617830990021547E+01   -0.406596034545547269E+00   -0.314168530882894856E+02
    0.898225570834485509E+00    0.826905685906895282E+00    0.365588268741194669E-01    0.555490004702252946E+02    0.252483567098481188E+00    0.218633557992642558E+00    0.316054083006414155E+01   -0.344093645278753391E+01    0.250510781493602552E+01   -0.223923021152917379E+01   -0.395768206528427591E+01   -0.312615202033882689E+02
    0.617625901379699194E+00    0.659520701670523790E+00    0.125375942704992055E+00    0.521959920572839096E+02    0.242009178631330063E+00    0.503182833233500881E+00    0.213748977688657193E+01   -0.254768837390589420E+01    0.257345646320766708E+01   -0.955392922231124153E+00   -0.126768012768506289E+01   -0.311075939933384866E+02
    0.157672259417340754E+01    0.853520934370754714E+00    0.967764375788920939E-01    0.554560825294912689E+02    0.257654916370746168E+00    0.603429758109004011E+00    0.320838927926279638E+01   -0.341200640567385172E+01    0.259684501129623158E+01   -0.119679148639378141E+01   -0.551339906218988851E+01   -0.307769576444581396E+02
    0.639185194685255809E+00    0.611070547546248233E+00    0.113130127719234086E+00    0.562544388190769382E+02    0.216824716015627694E+00    0.303444431818762683E+00    0.125296054880637731E+01   -0.234405989288677619E+01    0.262267027541731457E+01   -0.321131324017292297E+01   -0.392543207492103008E+01   -0.307374970428401468E+02
    0.101504977817226205E+01    0.778099570461434853E+00    0.471759547128613732E+00    0.557773827979388486E+02    0.211015364388266957E+00    0.751876636416620503E+00    0.384803202484650964E+01    0.355033015025503218E+00    0.237159946577288716E+01   -0.360820154101851243E+01   -0.280469666680902741E+01   -0.305916813217806265E+02
    0.108190701171505843E+01    0.861678721830754890E+00    0.191442204916489139E+00    0.546902839161057273E+02    0.124913589346709111E+00    0.270393004750624888E+00    0.416338677626690856E+01    0.212128730066432070E-01    0.228590846518513047E+01   -0.363315114080357660E+00   -0.730106220069184797E+01   -0.303618514710672258E+02
    0.147670350458589539E+01    0.602305911318225529E+00    0.403600844611630094E+00    0.543752886564581601E+02    0.172726140617769780E+00    0.612107391922839361E+00    0.472920110996620036E+01   -0.294712294756780624E+01    0.237147826970197695E+01   -0.158476783942426147E+01   -0.240748956190845931E+01   -0.302368679813228063E+02
    0.231158472570681894E+00    0.634860599780794455E+00    0.148312008341800833E+00    0.533096601422753622E+02    0.717207927987198735E-01    0.305882348850226582E+00    0.123953569921582329E+01    0.144638423321993770E+01    0.248007533395209201E+01   -0.971326609334280278E+00   -0.476808686730763842E+01   -0.301521820117197805E+02
    0.677352850854610722E+00    0.745190374805775213E+00    0.649437895653022512E-01    0.545327984558216414E+02    0.280614451993938474E+00    0.321099941665709210E+00    0.516635854631708913E+01    0.177475553935871666E+00    0.294281650343136780E+01   -0.270204135328599593E+01   -0.272812101677818575E+01   -0.301031497104483883E+02
    0.860908685962642473E+00    0.853365364156771555E+00    0.791032277292558345E-01    0.538382777271106079E+02    0.150714754359127456E+00    0.422191151903606621E+00    0.245223017668467635E+01   -0.224709279863092926E+01    0.260326430100719186E+01   -0.715105156422521482E+00   -0.439307478628293779E+01   -0.300809237089834411E+02
    0.113870865319817050E+01    0.848869015383669878E+00    0.364246474412565469E+00    0.558228213648915244E+02    0.292244925942313993E+00    0.573639925530609274E+00    0.338416964843117540E+01   -0.632885862358599560E+00    0.261515033010977627E+01   -0.265376495739896923E+01   -0.455383543149448755E+01   -0.298883751786456315E+02
    0.131113044510168741E+01    0.746860781215059277E+00    0.134246237298097704E+00    0.540164598995841843E+02    0.284646302763777781E+00    0.246461720104712956E+00    0.166293610577689610E+01   -0.539294821238946565E+01    0.235635689544045634E+01   -0.175024646630940373E+01   -0.136814130570544279E+01   -0.298079454175576863E+02
    0.109141515832757463E+01    0.802694377287796135E+00    0.342666439883788421E+00    0.556108592967763826E+02    0.210037992050333439E+00    0.385986755941041648E+00    0.210590931779938195E+01   -0.886588510745365710E+00    0.294839299977793257E+01   -0.163768405201577139E+01   -0.553364947858409018E+01   -0.297865506465487648E+02
    0.602584867267317748E+00    0.694084720672997091E+00    0.267202868952092942E+00    0.540214477920661551E+02    0.137244174603592256E+00    0.666699877426092713E+00    0.338257478316220306E+01   -0.386835007432335898E+01    0.272643685198215291E+01   -0.238646822971372963E+00   -0.421753738635369047E+01   -0.297779091489175265E+02
    0.912769253868069619E+00    0.506659277871581160E+00    0.372967887708375967E+00    0.551474633504495984E+02    0.249963194281742462E+00    0.737779306206266305E+00    0.202568995381465777E+01   -0.479176031317702567E+01    0.263110259369821442E+01   -0.153225233818884643E+01   -0.331509568252414422E+01   -0.297603761596078442E+02
    0.101604180798514321E+01    0.613699805059833459E+00    0.646911916116371999E+00    0.533661990845811403E+02    0.178643683325250630E+00    0.571527468166642350E+00    0.455209669600164801E+01    0.205294744030229559E+01    0.281742424586153062E+01   -0.115321174126197690E+01   -0.108594444956217728E+01   -0.297361879260746917E+02
    0.133703329206787913E+01    0.527964890670225451E+00    0.438433766112847179E+00    0.555860042205635594E+02    0.290996679203475106E+00    0.447484446992542306E+00    0.397511484842074392E+01   -0.362970539427765138E+01    0.235740577372839244E+01   -0.131284646640521974E+01   -0.497491651466062912E+01   -0.297150416798988282E+02
    0.140618631490544210E+01    0.678569354286631787E+00    0.853911601941829690E-01    0.547918583905251921E+02    0.258394457706506875E+00    0.420818538318859847E+00    0.380035091439663386E+01    0.100672875467620404E+01    0.228597814350902651E+01   -0.947034833404326370E+00   -0.763078504063274643E+01   -0.296038294038461096E+02
    0.627492809051542366E+00    0.918462141795608145E+00    0.225206275585464549E+00    0.525742062156741810E+02    0.235113473181301630E+00    0.400134339648055892E+00    0.605504038900098607E+01   -0.484450343577204290E+01    0.286478204063418618E+01   -0.741580033327313259E+00   -0.102526842626755155E+01   -0.295694690849325035E+02
    0.806345567858064882E+00    0.882365675692616147E+00    0.211394078183290091E+00    0.525305671508340239E+02    0.129382040096029050E+00    0.500651212208974572E+00    0.367629315386901201E+01   -0.502885867741013648E+01    0.261409179607186992E+01   -0.510595182990844165E+00   -0.759738008799910602E+00   -0.295440850716901018E+02
    0.111106007186079747E+01    0.582376151623213878E+00    0.110002123423972253E+00    0.545274849045742513E+02    0.111780547269376002E+00    0.365344072450488999E+00    0.466856302844616078E+01   -0.415612616012934311E+00    0.284095131009607682E+01   -0.567927230131720862E+00   -0.640026114129239865E+01   -0.295419853323725938E+02
