Nested Sampling Global Log-Evidence           :   -0.352426922869660189E+02  +/-    0.752415171066559141E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.352426922869660189E+02 +/-    0.752415171066559141E-01
Local Log-Evidence   -0.352426922869660189E+02 +/-    0.752415171066559141E-01

Dim No.       Mean        Sigma
   1    0.818936408446777953E+00    0.148650644747464561E+00
   2    0.707953669045065626E+00    0.592922122820348993E-01
   3    0.197029838957436254E+00    0.138004912058909107E+00
   4    0.547377843042469934E+02    0.137995902789295677E+01
   5    0.213102088811022217E+00    0.620371934274734499E-01
   6    0.498511010562040613E+00    0.172071960475824515E+00
   7    0.357055013434323953E+01    0.186618907949423263E+01
   8   -0.100148475264751458E+01    0.233956286229195198E+01
   9    0.279212923149389480E+01    0.147630044326910848E+00
  10   -0.137538123084472530E+01    0.889612114881106142E+00
  11   -0.498703521115364978E+01    0.223424022966002545E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.661188452887378375E+00
   2    0.705298679821638852E+00
   3    0.649401015761916223E-01
   4    0.532039621645126459E+02
   5    0.740025241672361278E-01
   6    0.487291284192355956E+00
   7    0.824596502471132364E+00
   8    0.174947259429080937E+01
   9    0.225312341856093390E+01
  10   -0.124386948529152042E+01
  11   -0.451578654022543358E+01

MAP Parameters
Dim No.        Parameter
   1    0.661188452887378375E+00
   2    0.705298679821638852E+00
   3    0.649401015761916223E-01
   4    0.532039621645126459E+02
   5    0.740025241672361278E-01
   6    0.487291284192355956E+00
   7    0.824596502471132364E+00
   8    0.174947259429080937E+01
   9    0.225312341856093390E+01
  10   -0.124386948529152042E+01
  11   -0.451578654022543358E+01
