inclination_EM luminosity_distance log10_E0 thetaCore log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
0.13652270932841368 1978.8514642233667 55.98705268673918 0.16719193185088121 -4.567432132029353 2.348704410894674 -3.5906053191646947 -1.4838441068167647 0.0 0.0 -25.295796207694288 -8.977874074077373
0.0646948371519218 1974.763751175097 56.6008574693103 0.08649755976558994 -5.269765135484825 2.1897182881464348 -2.5319727954593843 -4.346976298150383 0.0 0.0 -25.220282998624562 -8.26516891895733
0.009222352529704606 1976.653950348977 56.181239093931985 0.03992214664244202 -3.86236000647219 2.854330182396356 -0.695680601727255 -7.1365191492324875 0.0 0.0 -25.213044443327227 -7.238960543182578
0.09565435536732365 1989.3038688077113 54.16939832457856 0.21452694555857205 -1.4401529555424766 2.584152618722814 -1.704602040008918 -3.7242896402020786 0.0 0.0 -25.182373996097944 -8.99293776044551
0.08084650017325322 1987.015966352334 55.833445348693196 0.16021484214268591 -5.0699305339368 2.172695250773816 -0.22808387569282207 -6.665569437402587 0.0 0.0 -25.105772803522854 -8.729178766777245
0.0863187070693316 1987.3160667171885 53.92267199573598 0.11360806126704898 -2.5219276497930734 2.3549194652877863 -1.7238650559701756 -2.191065473981401 0.0 0.0 -25.089950766095278 -8.546744689841997
0.04729893684080618 1977.1031224399467 56.06811461727409 0.06052007789602622 -1.711453680914559 2.4275663652752035 -1.8780987892241097 -6.575460791505341 0.0 0.0 -25.080637251242244 -7.9337254040188405
0.060237079887982325 1979.6151845796835 53.75376949940572 0.30534649908838946 -1.0816742812533047 2.3393892861318353 -1.045411766514194 -4.156474549794056 0.0 0.0 -25.01670313024605 -9.256094463258144
0.1533527751569866 1979.0715725603272 54.544397802625355 0.19432529756369493 0.4620390598770543 2.171856457236659 -0.11092691433155899 -8.132491988479002 0.0 0.0 -24.92136314465654 -9.106210130538116
0.015224400693872544 1986.8027813052029 53.53148703821887 0.09523722828642506 -1.5840534055332771 2.717423731891736 -0.35357257799313935 -4.722150339899552 0.0 0.0 -24.88620586760204 -8.094495026475148
0.1744853186286971 1974.3593098343079 55.25138010966418 0.25457621367430944 1.857805675964335 2.3008634994253336 -1.3062007058104075 -8.50851209180029 0.0 0.0 -24.846689595112323 -9.297793653862465
0.24197544353606795 1975.5454066873212 56.637659308401595 0.2654152939825047 2.609273426968791 2.5003980734716036 -2.634579552991641 -7.649748977752967 0.0 0.0 -24.823214078830073 -9.519138556963547
0.19997346648021258 1978.5782577361251 52.00402916625017 0.23819559108288868 -5.018813641875226 2.785247022733633 -0.2023510326924436 -0.7532275342750356 0.0 0.0 -24.781935993566226 -9.349871554396696
0.013662531372351787 1974.7362304264257 56.74118048536836 0.10110732049918239 -2.8565273648080263 2.871658174469547 -2.3630561495310483 -4.889022438401622 0.0 0.0 -24.70634545409498 -8.150659327137673
0.034457348635119976 1988.7862283370762 56.981913978786324 0.07350558020296187 -4.670408148165819 2.1441084049831134 -1.4511896436242315 -7.080350372615435 0.0 0.0 -24.687672601567378 -7.932581731301735
0.033403327866642143 1983.6237816674927 55.551561347513584 0.08522340034275486 -1.0835292692327316 2.161592208339724 -2.173621386045339 -5.998782145763318 0.0 0.0 -24.670216587194417 -8.047435394907001
0.09943791679963555 1984.0931701878224 56.765685861019264 0.30341342752867567 -3.440618200076985 2.3531602032143173 -1.5845819196991613 -6.859773128058454 0.0 0.0 -24.662854810198276 -9.284461833208905
0.016940927636561718 1989.7754495114093 56.44498547476532 0.1400243581263772 -2.3101858217285627 2.3688400774643883 -1.2786782396334302 -8.173179731696585 0.0 0.0 -24.626910987141137 -8.474482000121878
0.27113391621724503 1974.1080582049296 56.49344861478844 0.30884985488158007 -4.994383266930359 2.5902581805306943 -2.308593759372802 -3.8772538273278387 0.0 0.0 -24.565505275586652 -9.632488973366566
0.033510554656566334 1976.2809227645705 55.34482252611723 0.14095070489670802 1.0506171752683784 2.4404573447274345 -1.362572760686724 -7.9222220261552145 0.0 0.0 -24.521243258706264 -8.502018794307148
0.12600092386600792 1977.4660721384334 55.99027734016075 0.14402943048625935 -3.4150633770217227 2.190762463511662 -2.6084350368701616 -4.418822778517524 0.0 0.0 -24.4361008087649 -8.87802616137855
0.05005341179082783 1973.8121463789198 53.60829338284167 0.2851217219359212 -5.777567903433404 2.257227425006147 -1.1242527677216292 -1.8059414977024364 0.0 0.0 -24.424075471141606 -9.187778528633814
0.12136066246726787 1985.1710335770324 53.07154524524449 0.20592801656935864 -2.365849761636654 2.3628970388132644 -0.6661422318989976 -3.658118000973345 0.0 0.0 -24.413979955014113 -9.02639485522317
0.09774658379033069 1978.5127551995865 54.146572470001225 0.23541778437704874 -2.321253824826385 2.2104895545342123 -0.0004323369147494205 -6.4192113909521975 0.0 0.0 -24.383611580675748 -9.072056392294417
0.08348289685078555 1974.4103348213696 54.22446090677211 0.25318930633509545 1.03197699983376 2.2206513783882427 -0.21593733572203888 -8.157477529489045 0.0 0.0 -24.36535008261302 -9.111919780942454
0.09174932783471809 1988.0349847652471 53.73910577372712 0.20795542922854263 -5.210651769139342 2.603676456073912 -0.7582151471894285 -2.195514126362484 0.0 0.0 -24.333349583128282 -8.95983918375061
0.11770552445716523 1981.1849102724655 55.345332230985505 0.13992505293848556 -3.162553900612049 2.1888894335973106 -1.5665650828255306 -5.089382466568516 0.0 0.0 -24.320433377530627 -8.82026594107117
0.1441124797424427 1980.559319102126 56.026697756290275 0.24350684141282744 -4.6783778945271965 2.144452531824244 -1.2837801347121545 -5.836438394469371 0.0 0.0 -24.270331052493404 -9.194359081314467
0.04130374968152936 1973.4207842350006 54.22040235996246 0.08078547239841799 -2.1247331500053406 2.274734877347946 -2.0751577615737915 -2.467483878135681 0.0 0.0 -24.265764917003516 -8.047846082092185
0.16085524285059208 1977.3541408383883 54.38381002957529 0.3083113468683633 2.4769103164294 2.2322371892008404 -0.4969728754338911 -8.585043601104697 0.0 0.0 -24.246496270248016 -9.38164642354516
0.2099923278641862 1982.5639230127335 54.797620054823355 0.21870261591764467 -4.158182508626525 2.808565713136482 -0.5759984946299737 -4.934126515364092 0.0 0.0 -24.242839708991873 -9.373696520430368
0.037083651990291816 1973.0152499533422 56.72876778204841 0.12766490352028195 -5.2730390491752726 2.9069436045081427 -1.970982937366958 -4.479403388638108 0.0 0.0 -24.2375424495222 -8.41694405383453
0.03596644881735965 1990.3891878859395 56.71477971818782 0.13244301097294098 -1.1425179710111841 2.88631154978165 -1.9145228706504271 -6.804538098543581 0.0 0.0 -24.22332229037465 -8.448372193219656
0.04163695457905326 1975.2685663544214 55.024376965323086 0.23358936017598836 1.5832792932309454 2.629117827871943 -0.527112013919413 -8.256902484389913 0.0 0.0 -24.202421350080698 -8.994024587351202
0.07992786365449939 1984.9188426932315 56.56324085434321 0.1650837952047631 -4.382845268742439 2.2896250002672844 -2.1700092415034766 -5.197868537119964 0.0 0.0 -24.178577284738054 -8.749006179828221
0.11101565211156687 1988.925970198397 55.700166932489985 0.15723667661252083 -4.941862925114882 2.161480249205158 -0.3561623630949624 -6.654286664955382 0.0 0.0 -24.159933639676346 -8.832345896288064
0.1035482197089336 1984.0535345721803 54.344627151745144 0.2099066283838367 0.2402166155763279 2.453118286808604 -0.5234106906522937 -7.280542247010829 0.0 0.0 -24.138834980309987 -8.993502300470606
0.07932973776606685 1978.260741854827 54.42360257908703 0.0778753429606082 -4.8053864819079735 2.8940131553462662 -0.05725523282429901 -4.711858377199781 0.0 0.0 -24.114928652253894 -8.399306582431851
0.01316142992326506 1979.5817924676323 55.85237640835405 0.07367096810396559 -4.61897381836963 2.3968534097530205 -2.3748712964364116 -4.030267671145778 0.0 0.0 -24.101815337361778 -7.840913854828356
0.00228106835835687 1976.6095539379382 56.46874380252608 0.024916510521100943 -5.576709921229097 2.8161046172618773 -1.8851432388499396 -4.46191957384325 0.0 0.0 -24.096120233918352 -6.745068089404928
0.06308549216275823 1978.6805651302084 56.41732369787596 0.14109783578230786 1.8203093376374735 2.1902634311126015 -4.0002837964726625 -5.659852524784815 0.0 0.0 -24.092872999030686 -8.574751630106029
0.17539329658139985 1974.5797681095257 55.77636674635876 0.1744501827298844 0.9913782316204589 2.6752576202488365 -2.0644586399456655 -5.94453599231252 0.0 0.0 -24.073728619600203 -9.192400180034937
0.06889495301278661 1983.8426588768755 56.61315724466205 0.052405386070313184 -0.5157960114622071 2.44351548359724 -1.4271298873578857 -8.118833651567943 0.0 0.0 -24.05843262600736 -8.3485138801409
0.06653668119661653 1989.3257770025523 55.60409026212329 0.07396226056946546 -1.031776794284231 2.6115563548209373 -1.4545720151653208 -5.83191682493636 0.0 0.0 -24.03932485338761 -8.233544739179198
0.09397432626957655 1979.2352013936115 55.89403420275741 0.2482570719119095 -5.245823772066263 2.5765749633039925 -1.7961552024531642 -4.416340418805951 0.0 0.0 -24.031277896007573 -9.109897283528536
0.17355514916557999 1984.25416424507 53.029967683921896 0.21999344277501992 2.144364390715765 2.3996586105642397 -0.3857078553798594 -5.528387000032653 0.0 0.0 -24.02924946996645 -9.229777632962286
0.03985222507959657 1976.726670104152 54.82106507057957 0.14314854250839779 -2.3231874802021197 2.4692080226094113 -0.5054480162027142 -6.045379056517671 0.0 0.0 -23.998014271308747 -8.527982320365052
0.009277708854242271 1980.1387132021193 54.400224056247396 0.038331654656828744 -4.910187294937019 2.1939002475302583 -1.7794869010447298 -2.1229050731871766 0.0 0.0 -23.99340154322856 -7.20091406383956
0.07103378598582948 1982.243326484471 53.58922247724518 0.19399201308027036 -1.3968625318663612 2.4566032677363103 -1.0046666848558248 -3.626328359437389 0.0 0.0 -23.965188554879887 -8.860152062089835
0.08024690359953027 1985.0783659603303 55.22251994530269 0.2376901386015141 1.8492283782214036 2.200646196949498 -1.52276388446933 -8.23972434109273 0.0 0.0 -23.962084288489862 -9.052352879599102
0.03772500090850686 1976.0974867908124 54.39032972858397 0.0780818983249298 -2.6653966425341435 2.3813906053038183 -0.6346867592560752 -5.012223424531735 0.0 0.0 -23.938222406147794 -7.999820427227889
0.25742557513038955 1987.546005731738 55.67568574084347 0.307978462128541 -2.8436637518219983 2.206762573838273 -0.5180671269745671 -7.780523236667866 0.0 0.0 -23.92832812703862 -9.593878809042703
0.15047394309007026 1972.2220927590795 55.56789867021042 0.18346617993039066 -5.748992693458213 2.1646507149135226 -2.2363003971520423 -3.1520369366307266 0.0 0.0 -23.92306409731195 -9.073700189839876
0.09158877019513964 1973.4849035703278 56.48824066467802 0.14073473389033767 -1.1708481726813948 2.540750043895599 -1.0121680708626695 -9.016574120002435 0.0 0.0 -23.917632548442818 -8.683987517057476
0.1338754234414074 1985.2817574999883 56.39062306385526 0.2910953391927593 -3.1737699127645205 2.2658535370583452 -2.5294699391605096 -5.165039879265955 0.0 0.0 -23.914722789514652 -9.297754260010976
0.05316456672437323 1974.9854307143273 56.15317694327733 0.25430414726046247 -1.3971817028868108 2.2914939772407776 -1.798886663902763 -7.478286057965722 0.0 0.0 -23.909653206146864 -9.083716419922535
0.051289523255879384 1982.4816520548186 55.715085438435764 0.25333766817215747 1.8753443355128363 2.222055304130558 -1.3047140457236113 -9.113910118783112 0.0 0.0 -23.90846059740188 -9.078628423435127
0.035434456597416945 1971.6831627396843 56.68248312671257 0.052131331509225845 -2.4857677406980203 2.2042454771787408 -0.1746714521085666 -9.961618200079645 0.0 0.0 -23.868246629412532 -7.710119364862559
0.016583598087550278 1982.5911949801402 55.88681637428382 0.18187959953564936 -0.38315131295731053 2.2760308974807058 -1.433846741703901 -8.226455931641 0.0 0.0 -23.86634460697434 -8.732832874187949
0.14358805711915004 1985.2895118541176 53.97497869662161 0.2676982483520637 0.07690202168299276 2.3568373240990566 -0.7192583322697477 -6.377411099194779 0.0 0.0 -23.86212540302812 -9.25570616756493
0.21366487592498112 1987.9267987263404 53.630431423645945 0.23242781954223907 0.9744313935338491 2.680972260892519 -0.06012568753673442 -6.667348264071544 0.0 0.0 -23.828841517024834 -9.395731550369309
0.08073120718644447 1983.4533323019896 55.30762078249527 0.09233237156723857 -5.547667768563184 2.218304111721029 -0.7255530914983233 -4.799693109776847 0.0 0.0 -23.82834126244806 -8.432989403958288
0.22315539307404322 1975.8018541003403 53.02530357046036 0.2305072087858046 -0.610228778811396 2.659098598387178 -0.3507651317953897 -4.409107993257928 0.0 0.0 -23.82203787392806 -9.433587143278125
0.06202613402471756 1980.6803224004798 56.0928695954638 0.11494440318181343 -4.052418835116835 2.5470518428383673 -0.3825402137746634 -7.90199928555896 0.0 0.0 -23.819842377553485 -8.415389530860548
0.030557739562178693 1989.4061234071537 56.28321727935595 0.2294408014968099 -0.868109735713694 2.1402803926094434 -4.482686531216714 -3.7795994747404595 0.0 0.0 -23.818942208631775 -8.969241539624992
0.06359042993381966 1976.4367176827418 55.97578002020542 0.09473182857134065 -0.07998372860737035 2.597507085766357 -1.5661813312852377 -6.9804893196017215 0.0 0.0 -23.81256341430541 -8.301697170681717
0.04719911506465629 1973.5047073275455 54.27832802372139 0.1429387426704108 -3.815168938573012 2.3919634418895432 -2.2508597736034908 -1.5116406111681915 0.0 0.0 -23.80814178103759 -8.542280732600183
0.09162492033725984 1989.0453135116757 53.19963428351036 0.30524947058759183 -5.255666699494252 2.9197937632875712 -0.4407676968887433 -2.099753401989112 0.0 0.0 -23.79508930093213 -9.281391350911406
0.017004358522733957 1979.0472381649008 54.77485642524738 0.15873845050141108 -3.7138321320777847 2.3736014542903634 -2.490215718199647 -2.611938629401295 0.0 0.0 -23.793340212548728 -8.598341549931389
0.06997241453777968 1985.874392653158 54.32617646871707 0.1074822803723125 -0.2366935668333774 2.2942506050796645 -0.7430879600198201 -6.21226558083361 0.0 0.0 -23.789592052336307 -8.414582154362574
0.2252365186429413 1973.9626587269306 55.971723465335955 0.26092188929460763 -1.7501298749242933 2.56166057097116 -2.8704227149018156 -4.469587404287875 0.0 0.0 -23.784453910133458 -9.459538880637684
0.027709071741805306 1979.637317040909 53.86778937534406 0.09903308173732786 -3.0222456717553174 2.675094687884986 -0.8545966834190502 -3.3994848789467804 0.0 0.0 -23.78250666674532 -8.159943758436906
0.11123178395628872 1980.6227540065147 56.160951300570446 0.14057482506760707 -0.8734394650189365 2.122084722426482 -4.098362800662175 -4.439476122978507 0.0 0.0 -23.775257419095247 -8.784136035887773
0.047037032820594175 1972.8693814170326 56.91465782018821 0.18375688394195383 0.7386225270198077 2.165824069985217 -2.3558036451985975 -9.140351260264163 0.0 0.0 -23.761236496873906 -8.77170269415109
0.18543434903598222 1985.4857095573916 56.348810318002876 0.20701936973137672 -0.26874024273003805 2.261696671476532 -2.801533979733108 -6.331876849151306 0.0 0.0 -23.740506764202046 -9.25918085008973
0.02006002090092628 1971.8382043422953 55.07561971725254 0.06652847655013155 -3.304456014049458 2.700941058142601 -1.8702034815502344 -3.250086449949978 0.0 0.0 -23.721899827612496 -7.768435708930692
0.015475911699346229 1978.0764322715734 56.543525406744905 0.12195970042160172 -1.6626075731020489 2.88163970616069 -1.275482560245333 -7.413153425344992 0.0 0.0 -23.719702098472396 -8.337088536568455
0.04051952104310348 1983.9147231578827 56.49590623378754 0.12795692681042947 1.8084908723831177 2.5970963716506956 -1.3657039403915405 -9.269477725028992 0.0 0.0 -23.682168337702215 -8.427179030843703
0.006490191772908734 1978.0615294954675 56.13297747109809 0.03182762753955667 -4.098829280128607 2.1788242853818782 -3.396507392537716 -2.87613430751194 0.0 0.0 -23.681865990518585 -7.006472629817196
0.0017916782838633663 1976.6029833074906 55.16714710759484 0.15681018653772258 -0.5242292377061135 2.613802155470368 -1.2476451939593498 -6.120355501758766 0.0 0.0 -23.674976225575314 -8.580447668431862
0.07811206859747781 1978.1032242316778 56.24164154330132 0.132539514313466 -1.8246692666509263 2.4786912628589275 -0.697014275482692 -8.257307998729148 0.0 0.0 -23.654859307476592 -8.585893983202364
0.1530693838225454 1987.3125489918878 55.427270924931534 0.3013586049404962 -1.2997425026303517 2.09870025955357 -2.815669505406953 -4.306401545359479 0.0 0.0 -23.653170687980406 -9.353447065078466
0.1201112437560652 1980.0419105714311 56.36512118601475 0.17966304656415472 0.31939428039923534 2.3469599475308076 -1.54704423615041 -8.530231543645382 0.0 0.0 -23.63522434114549 -8.939887965831687
0.07988687167647297 1988.069386385558 56.93606137162572 0.12645125631441304 1.8133748893080668 2.397624404727667 -2.5379631036296715 -8.93738276937061 0.0 0.0 -23.610323625004987 -8.564764258006495
0.0009758517219769506 1979.4329241107566 55.10452572536744 0.240391046992229 -2.27554754607957 2.1950452498480244 -0.45409263372119213 -6.977412511085519 0.0 0.0 -23.60870288885922 -9.006535192136965
0.019771443979228975 1972.5438432019305 56.71992201732206 0.02740755633260588 -3.09875286205977 2.253987505032265 -0.6712723149348259 -8.766111498425799 0.0 0.0 -23.598154883154844 -7.096364941520063
0.06881671651094602 1978.23380440069 56.61876506458608 0.19087155571881514 1.8862830851182837 2.634971657714591 -1.5306935789024911 -9.139101182395937 0.0 0.0 -23.57822221659589 -8.841903167977552
0.09393669960384789 1986.1004309311381 55.282171610036016 0.1244504134016507 -4.205402148152808 2.2145568674386027 -1.4652090847311392 -4.521585601840973 0.0 0.0 -23.559828884898142 -8.634125006803584
0.20003797119058733 1978.6196263267823 53.93927572941134 0.2103555218312379 1.1589134927203997 2.076403076021774 -1.206311141923186 -4.900970966580181 0.0 0.0 -23.559311162537647 -9.326111908580174
0.01807452344396284 1974.068588063142 54.99392095756903 0.08845349692909878 -0.44337038541141016 2.4183198724963026 -1.08237169451338 -6.532387925906734 0.0 0.0 -23.5469484604827 -8.028701096726886
0.01497843788364459 1979.2387415832013 56.22964007177058 0.15929949885792358 -0.8477132289130687 2.2270596170094743 -0.418802555785069 -9.67964005952256 0.0 0.0 -23.54298587190133 -8.60055265050607
0.02738137787337209 1985.0142712267789 54.10760749479589 0.14629234849177505 -5.502560253664511 2.53024958580495 -1.4566432835923981 -1.4129034744127775 0.0 0.0 -23.530013126371134 -8.528469897259516
0.018435549703750206 1973.527038188202 55.69036197998794 0.04502536584076302 -3.0269937408782477 2.282505054042188 -0.6042075589122229 -7.485432663767907 0.0 0.0 -23.51486157992101 -7.416396753973791
0.07904005443438232 1988.6355751174945 56.753214720170455 0.11021004843176906 0.7577726747972369 2.2548608746350327 -1.4655606162248676 -9.984673560543536 0.0 0.0 -23.495485653255955 -8.484905998405534
0.23897994006736928 1971.8771230413918 56.425697392418684 0.2648548722819224 -2.3868273666312834 2.3305198033596466 -2.4214458922244395 -6.210216638667078 0.0 0.0 -23.492126453996754 -9.50857870580609
0.26407668444507787 1977.607945363994 54.76747714885385 0.29889449347751673 1.864480301871465 2.299531059408273 -0.42243745146514655 -8.88262444596797 0.0 0.0 -23.48263312233862 -9.60709951182768
0.040875097240907245 1988.4705746642649 53.414353138523325 0.17583452472938513 -2.678698482290201 2.856121890055097 -0.06923814937281847 -4.590185777583283 0.0 0.0 -23.48003128375034 -8.72190190378026
0.011886342265469209 1974.4145566655363 53.064607027446314 0.11551993717990347 -4.939326993462366 2.918203762555465 -0.13791590950901167 -2.706091865099161 0.0 0.0 -23.47539993258389 -8.280083620664225
0.07336051603143218 1975.890183862011 55.393964504272176 0.14012087965813083 -2.8692026589340287 2.3791151021057413 -1.2976779412579766 -6.077735354987928 0.0 0.0 -23.470750919132506 -8.604905485666796
0.18750836410485658 1975.895168940476 55.78984367025991 0.19916663877996427 -2.6756797467833695 2.178236023426623 -2.915680524503124 -3.9586435725563813 0.0 0.0 -23.47054934769257 -9.262586307317845
0.05870112292915191 1981.9818239227932 56.43658687945377 0.13931841086545915 0.0371297790682954 2.843842029927436 -1.6404377168715696 -7.581471338175112 0.0 0.0 -23.451836907999237 -8.550874719368931
0.053780340511412825 1983.326337506083 55.975873562778105 0.07212481299332803 -3.4832321018521206 2.262848315929955 -0.0008896569431335877 -8.237164650382322 0.0 0.0 -23.449053404442864 -8.08174686214498
0.1871370513293164 1987.6645792715226 55.26413981593021 0.3007570973936673 2.0005280218340804 2.3128776172842835 -0.572884380748155 -9.738583668955993 0.0 0.0 -23.445543346594413 -9.416170586280368
0.28070292879116004 1978.664147610565 56.36291089115338 0.29645790901522234 -3.4130685985523983 2.8081950773042132 -1.0898378756647533 -6.791862850836337 0.0 0.0 -23.436720836787657 -9.657420989493435
0.25292254824424637 1981.1041952162586 56.20404991977617 0.24570590974807002 -1.6277446847405361 2.6011072902286507 -1.3698187622293512 -6.471555033789927 0.0 0.0 -23.42998998442328 -9.557892532186191
0.046708235844971684 1981.144180719932 52.89210723896142 0.0941336242987876 -3.856102838424529 2.817167546969184 -0.4409782973068044 -2.352912972426333 0.0 0.0 -23.420019789186664 -8.193164821314484
0.05275421962552886 1986.702753095783 56.73315446462413 0.08327285028698576 0.9939876828374681 2.3709127985979292 -3.5610203422977733 -5.757587944347036 0.0 0.0 -23.399397353569288 -8.148137176438304
0.06415789079233092 1985.7079540246846 55.79054522380765 0.28892668093066326 -2.2033506790964075 2.7034220989472715 -1.8892808032193535 -4.914170894538854 0.0 0.0 -23.39538964920262 -9.209591403462074
0.08065932335842967 1986.4970538897674 53.39234270534607 0.25799828991420043 -0.2854207625265559 2.5130402433432915 -0.1630134901166711 -5.460028100980672 0.0 0.0 -23.38954995910939 -9.124834451264082
0.09932824355984608 1980.350149692079 55.8051725159455 0.3012001842088259 0.007859921767476408 2.202667011946467 -1.6909204494571055 -7.670896231658624 0.0 0.0 -23.388244110238546 -9.278336915848016
0.34568694217869733 1975.3008776519398 54.90323005140674 0.3048759846033336 2.6971941284030034 2.3164065432432768 -1.439500126278836 -7.024206872539118 0.0 0.0 -23.38310589558144 -9.878030420378149
0.14532921918370015 1982.594027996181 55.14901099535675 0.30793858753823294 -3.2017293085178524 2.6772254641105557 -2.206733017066131 -2.960433514369237 0.0 0.0 -23.37380675721974 -9.35579692585991
0.014818099829205171 1980.4904291731457 55.65578042087635 0.13000062599368023 0.7321844848899017 2.22688085758307 -1.8298913673350379 -7.602304357519822 0.0 0.0 -23.361861088887874 -8.39938240705813
0.2901852923158207 1983.8446885764295 53.00207811049603 0.2876142165260964 -1.2043331585602468 2.366782225414489 -0.6927108049947348 -3.6808134121368985 0.0 0.0 -23.35574946764011 -9.689606823841462
0.057051805913970195 1984.2273001656192 56.63758921216862 0.18507535536423714 -5.037558843661905 2.6781769473841073 -1.1539946010110382 -6.634066796272116 0.0 0.0 -23.352447725587076 -8.793600858166672
0.05556258920421542 1986.034695110973 56.02259251106813 0.2177611629478167 -1.645196892501735 2.413706096961525 -0.48952841584464135 -8.459241274261123 0.0 0.0 -23.34844374843628 -8.94098731337899
0.022623793360571024 1987.2618680260541 54.665057719600384 0.21144698665326714 -1.3460978457983481 2.026109021516652 -2.733870924877711 -3.1714909663884017 0.0 0.0 -23.337821230216903 -8.88484145203671
0.09476797944510269 1975.1450974794063 55.83671158079073 0.1380515280410958 -2.736858724322416 2.5438415767645437 -1.9415700588107336 -5.491250216052001 0.0 0.0 -23.33514712501561 -8.68859313821245
0.09783185115117043 1978.5117239649564 56.34309144748821 0.18200556021390576 0.8187717747806698 2.26343497807729 -1.436342423590251 -9.604854488254857 0.0 0.0 -23.333270128935837 -8.87383269800094
0.009709619813765781 1974.2144504356502 55.31984119071382 0.11915867885817487 -3.442482474325246 2.665977615508531 -2.0025921972391862 -3.927890156989334 0.0 0.0 -23.322693320659198 -8.309122797606047
0.08758402084635065 1982.6427938467004 54.66192500169429 0.09230675253719496 -3.6055829630861753 2.2353521468348667 -0.7018114320984967 -4.726260091567626 0.0 0.0 -23.318161451479675 -8.500609570625086
0.10915950936809853 1988.427237033844 56.474175572395325 0.11788595286689581 -3.497192680835724 2.229131675362587 -1.3753142952919006 -6.9218891859054565 0.0 0.0 -23.303865985313966 -8.723779881808909
0.09398489102052522 1986.5400871326885 55.46269455945648 0.20786241181906462 -4.313233634105856 2.189220733006495 -0.38642580455467446 -6.6040779614381275 0.0 0.0 -23.3011627792552 -8.964285029117725
0.052044334838907094 1974.9254355590192 55.47680671808165 0.2764072410487755 -0.9172242329596436 2.7050065295378154 -1.2365588551505131 -6.813057817885482 0.0 0.0 -23.29199158669195 -9.160447498592314
0.04590365394811403 1987.431130271132 55.44756386529127 0.07774832723582499 -0.04173145062418282 2.3529160064154135 -1.560237469294894 -6.801496260921555 0.0 0.0 -23.290812007002263 -8.053117897068867
0.012016225475499147 1978.672134771741 56.49283609864311 0.07505617702142499 -4.959440313681052 2.6584828442202735 -3.2339740119133573 -2.6650790469914645 0.0 0.0 -23.28239323432937 -7.856399164024122
0.002207638838110617 1982.4380331214788 56.03544129476711 0.1879497973966383 -2.2474338334831887 2.2615878171677437 -3.849826634577867 -3.4264194468592812 0.0 0.0 -23.27300316248741 -8.761561436675372
0.06518019076680619 1973.0904478273758 55.15369538399288 0.1095551114180543 -2.533514754094213 2.7484612989798958 -0.9424470740378865 -5.4782227407292305 0.0 0.0 -23.27287386295552 -8.398759394663285
