supernova_mag_boost inclination_EM luminosity_distance log10_E0 thetaCore thetaWing log10_n0 p log10_epsilon_e log10_epsilon_B KNtimeshift Ebv log_likelihood log_prior
40.89119021837758 0.07481852684781393 1984.698880314916 54.166980083680215 0.18124863214175074 0.5011653095198791 2.6112281508274844 2.037002001330447 -1.5169766355888248 -5.243132666028271 0.0 0.0 -28.934481745637456 -12.650367717639082
4.871075572348526 0.26388006586956503 1975.668390990303 55.71883063023358 0.3005067792316256 0.6897618989832814 -1.593830278807931 2.78920474086722 -1.8478610496173955 -5.400576038598971 0.0 0.0 -27.971171529622865 -13.447327402441864
49.00951959049828 0.1664479840543463 1988.8030940078627 55.758513983378926 0.27842308600916393 0.7463977900015267 -5.099119158142135 2.218380468652208 -1.3051448007206403 -4.649628132835738 0.0 0.0 -27.605909266063463 -13.168350673401786
11.31766659082832 0.08232737419585721 1980.7693471876082 56.021889463688204 0.26278569521228845 0.3038488541281528 0.3758655045844952 2.442973543102424 -2.1209444006768403 -6.64526950308411 0.0 0.0 -27.380831633811972 -12.9829208414026
39.68596706951466 0.06138129309793024 1983.067059058658 54.90090955603715 0.28159511399831133 0.6845934586215497 -3.6508627686521216 2.1864485920323826 -1.5268717907894547 -3.9620111776017994 0.0 0.0 -27.035421033192094 -13.02424067799993
0.9849476462872478 0.03967954657556712 1976.0066286843735 55.58775911971327 0.1673600668390183 0.24006610499366976 -0.21648674294283143 2.0256303386944565 -1.3087294240743308 -7.347197017231703 0.0 0.0 -26.424186874541725 -12.513563741821773
57.85248120728081 0.3065208514114633 1982.924915118521 55.607735575958 0.28980436897866513 0.6353803757528026 1.0924594853510943 2.5000383955462557 -1.4504103752961672 -7.0653879896624705 0.0 0.0 -26.09997069596126 -13.587115413263035
42.13381519088348 0.10011983797103796 1978.9601415595982 54.87693220174373 0.17499963893334625 0.17055024534952534 1.6626270986722282 2.7933411842488285 -0.8557790560975667 -7.0551002195128305 0.0 0.0 -26.01082209413513 -12.693747056153882
7.965636200922046 0.20917239862147963 1975.089726570786 55.58941415667755 0.20941249835094605 0.2887164660093847 1.8685211498999372 2.8730231655124543 -0.7415380855973721 -8.208175319444914 0.0 0.0 -25.825319968090007 -13.208296402889076
24.55945948804948 0.16112068928847487 1980.261605922481 54.81423047798806 0.2798985898195512 0.32219803120406293 0.44530525924436937 2.136761830990381 -0.7598774699143984 -7.5115965026692315 0.0 0.0 -25.69044995128906 -13.160392057173944
18.123114549418098 0.0011779089461227993 1975.869465935624 54.462703232153764 0.2662065029609168 0.31350245009708905 0.2951071554125253 2.1394234205773195 -0.41474442065848827 -7.776073717851401 0.0 0.0 -25.56043481264712 -12.946415583454296
0.1125322204077477 0.05719275737993714 1974.5706539784676 54.97761533794345 0.13765600254596697 0.24618478812762334 2.1731449524777524 2.019413041684781 -1.0823946618903326 -7.82271557088934 0.0 0.0 -25.426353647311807 -12.376380767140809
18.860026686257722 0.06643804444274483 1984.976168141346 54.93992210842079 0.08100753546658063 0.13457333443070674 -3.0086721635659144 2.7458393495456863 -0.07435740911217259 -6.177335804754855 0.0 0.0 -25.372812411035333 -12.096175110263392
41.89436134935556 0.04636951991733556 1987.2226065363293 56.18801185124671 0.2868476655710815 0.7067575801227022 0.8955212590446742 2.2009873298855616 -3.2830840618449653 -6.798527130671696 0.0 0.0 -25.3253952136808 -13.031129819350252
11.911812269132003 0.30668706197215995 1974.9438772649069 54.11476768982815 0.24680409356673963 0.5638341068268553 2.046503251054661 2.6203081767791336 -0.9822552648214709 -5.6982558025960826 0.0 0.0 -25.245865728695197 -13.644514529894114
54.88376857021381 0.22628131699791693 1986.4877044331192 55.204502209476786 0.17221165970787072 0.4497367358045883 -4.355372814364728 2.7721391539132747 -1.1933572199851277 -3.458205139361037 0.0 0.0 -25.245109751278402 -13.377293358256654
40.087053542098786 0.2654203028088086 1988.4253007035963 53.39180217721576 0.22771795930800892 0.4091024351447191 -3.4475542709611915 2.469991677843192 -0.9323201608636804 -1.7486207363813406 0.0 0.0 -25.206749409182358 -13.472129827618183
29.35109429320834 0.1130125892785094 1983.338881702972 54.86127186624161 0.10059368025152644 0.4086672875138836 -4.068786769323572 2.6012713959375167 -0.9313730978549568 -3.8112895268741447 0.0 0.0 -25.200080708452866 -12.607479113198714
2.8147000309860433 0.2279775588864414 1978.9580868747123 53.42024334602283 0.24068194829028003 0.4229067979206612 -3.0461933573476125 2.325022379187198 -0.6795428545304576 -3.652489798919385 0.0 0.0 -25.192381611367733 -13.296295166693067
12.935914808054644 0.08094066835488456 1980.4141724840817 56.50901106974587 0.2788859701422025 0.09199385430544743 1.107564901586886 2.1880744159373124 -3.171832552484549 -7.186365900990482 0.0 0.0 -25.145152868219864 -13.03336068974232
48.20604682413074 0.11242462210322404 1971.9723458244496 56.57967039665799 0.12551640844568723 0.293932286102819 -3.4032704157320546 2.474810837395926 -0.9674113096803536 -7.116330847808451 0.0 0.0 -25.103470927846303 -12.598885518245407
30.712675262319074 0.2080678038711282 1980.0564684436665 56.657580962117684 0.20958994892050434 0.5113605288517431 -3.823709997768719 2.1502481052445765 -0.7615734236592582 -8.047473598356154 0.0 0.0 -25.036299769555583 -13.20305093204492
55.467890196229234 0.09585283003498576 1986.8134107419557 55.86040903620016 0.12209710985172184 0.2109024214520937 -4.558437918198278 2.307332212202491 -3.6904355677841454 -1.5997186296359818 0.0 0.0 -25.03415486345674 -12.478284449016218
40.83936263977147 0.0645507360867136 1990.2814599631947 55.409468202823874 0.24527108117006324 0.25115070049376764 -4.671168405349692 2.1925237802875586 -0.33458065484753874 -6.514807144997334 0.0 0.0 -25.009929900386048 -12.900944109121685
39.78178191612765 0.2525969282658019 1978.6519285660218 56.86080676623926 0.160520967880256 0.45529503210234124 1.808086946419147 2.1352470484868253 -2.686232026213366 -8.519519829158636 0.0 0.0 -25.002270853368724 -13.6818559813786
18.914753932313662 0.13248415123382964 1977.5749133885997 53.5864019582835 0.30289116523233245 0.5933368834973868 -1.7261026850145669 2.4380278027996027 -0.167906339364718 -4.891526556123845 0.0 0.0 -24.98105090300927 -13.164785399548546
46.87498841873915 0.06212506517616926 1982.9432693631186 56.319734417214995 0.08838701980135877 0.3540489207467848 -0.8564957566993421 2.2430802709000055 -0.6661053095498879 -9.678221846932859 0.0 0.0 -24.918892688816772 -12.094054875522133
53.81836439889176 0.07216512572955583 1989.262657290468 53.593972507890086 0.22694757430781412 0.5426437855084082 -5.02032774328726 2.8055468164732966 -0.7818192996426108 -1.9529839053135092 0.0 0.0 -24.90763782911866 -12.840049051188927
37.68096553954611 0.052597743391744535 1989.5714279016954 53.60577698279543 0.15985688236595474 0.3469942460649828 -3.476374594068507 2.4355882681474124 -1.5448410010274296 -1.5570552331971506 0.0 0.0 -24.900782933149834 -12.493721284028574
55.60743977459014 0.017410641314538438 1985.1451315305842 56.204054202775424 0.19171781296672064 0.3679915555972462 -0.03461262714753133 2.397243529057765 -2.7263072605163994 -6.6556708587557445 0.0 0.0 -24.862996497960822 -12.625419039457288
31.81006470080034 0.10014455839007873 1980.5708681846725 55.12707837315617 0.19183224544587452 0.6046012680284913 -3.828080573525317 2.838251611298032 -1.3441936864525719 -3.8036023568679305 0.0 0.0 -24.84766495524029 -12.758155828334107
23.899393766190748 0.06126054987409843 1986.8461699167453 55.879230769287716 0.16682309842124804 0.46461609375615015 0.7721046472967261 2.1444889461729275 -2.3127138547126447 -7.516453508770864 0.0 0.0 -24.847114090190807 -12.549669031165088
50.903075598005415 0.027268923575076497 1981.1119515615133 55.011615939316485 0.1387648054157368 0.2289175384200235 -2.0187458551913684 2.472534595688235 -1.0642664199857603 -5.504616775098812 0.0 0.0 -24.84577037688004 -12.317401695381779
11.34304771604702 0.08630868688132518 1974.2820354334262 56.24650213351383 0.10763282724429016 0.12019843312566603 2.017915176510277 2.1031538943389463 -3.756297948207205 -5.5232505414273785 0.0 0.0 -24.785923899603212 -12.365544827286406
43.983872764965916 0.18814653592428066 1971.7643801550107 55.741735250094536 0.2357831983134624 0.23926737174569843 0.5409130409241847 2.15952548087246 -1.820430807717588 -7.639055168883057 0.0 0.0 -24.771604777001706 -13.145733260016314
56.58064321967498 0.2357003816903705 1990.3049008786188 54.47851816382186 0.26485258703008696 0.35165405481420864 -0.878530416392227 2.384879517842823 -0.7922087511852025 -5.622418953274362 0.0 0.0 -24.719396951994455 -13.337446995197059
4.505034524346931 0.12171756317885307 1973.7427998915493 54.87112727521402 0.28769641894279546 0.6824172104003142 -3.872308907440028 2.9080938086097476 -1.5972924722078186 -3.1459122312295307 0.0 0.0 -24.705976958697953 -13.11036100028565
36.63065224835743 0.08177202694547152 1977.1296225357514 55.52627008375329 0.18575474961179972 0.33692536899570547 -2.7820875914385184 2.3834101872025344 -1.1494171796447334 -5.845002260998861 0.0 0.0 -24.675658537724374 -12.686611124596858
40.448952714257345 0.19707757894219252 1990.252518906974 54.38573733992064 0.20860021341813664 0.46711018561610035 -4.371295660599168 2.171495720457337 -1.2892701907552846 -2.8819757619781736 0.0 0.0 -24.649520968955922 -13.151853600358947
