

    0.247059559535769654E-03    0.647100376207911836E+02    0.830840409682766179E+00    0.693787291249356453E+00    0.310148234621136165E+00    0.712311964803632597E-01    0.523687904743560324E+02    0.110741532421025468E+00   -0.110917551109028167E+01    0.208600185987536646E+01   -0.146976515242555728E+00   -0.313325929623391630E+01
    0.247113666054743996E-03    0.647085910920282288E+02    0.809210217285158961E+00    0.745362965050981319E+00    0.326667474025026605E+00    0.618480316167270422E-01    0.521643221648538642E+02    0.120655469479946320E+00   -0.110556563233531513E+01    0.209276003975221636E+01   -0.253633156294048590E-01   -0.305445807878529596E+01
    0.246995729096332695E-03    0.647085372628800570E+02    0.967133849685007263E+00    0.737778115973917403E+00    0.357967880695624685E+00    0.819605389364679443E-01    0.522697344122611085E+02    0.131792500965116577E+00   -0.733983247654895976E+00    0.210321519140051061E+01   -0.387812038354145017E-01   -0.336853336686269600E+01
    0.246902690717714052E-03    0.647082821921559486E+02    0.721076682602832975E+00    0.678666643391630853E+00    0.306941471277559108E+00    0.624687656487236953E-01    0.522727399015069238E+02    0.125746264868439456E+00   -0.764025315535347360E+00    0.210907440157762505E+01   -0.110496766257236700E+00   -0.336863684900169424E+01
    0.246806964599270273E-03    0.647080491854001423E+02    0.737766431933279065E+00    0.655530487565665565E+00    0.327869197818376534E+00    0.876187216322417556E-01    0.522493786171253234E+02    0.146363620961518281E+00   -0.116386123834193889E+00    0.215566180172490762E+01   -0.208298106962434559E-01   -0.395552734699047548E+01
    0.246706536513407776E-03    0.647078545970478558E+02    0.724854971635851442E+00    0.755397395367641611E+00    0.265507544366494985E+00    0.848022720589606538E-01    0.522250705661681422E+02    0.154260017201420158E+00   -0.501465999332445733E+00    0.212366488041487234E+01   -0.443661411256996985E-01   -0.363032077407007492E+01
    0.246622091309790185E-03    0.647075307215561679E+02    0.704366042700424799E+00    0.752924888459487685E+00    0.319850717571758092E+00    0.634812328093809636E-01    0.524512045363296409E+02    0.899488321372400451E-01   -0.152063862222770751E+01    0.209087405413333416E+01   -0.140240037636438331E+00   -0.292414655400459544E+01
    0.246717472843258068E-03    0.647057487946599110E+02    0.678017670922086424E+00    0.727639458660519045E+00    0.338396932420689966E+00    0.627759619973092403E-01    0.522357758277846500E+02    0.134762313184177418E+00   -0.794039810828023107E+00    0.210414282834772770E+01   -0.174613322761834056E-01   -0.340312996376439969E+01
    0.246642630154615759E-03    0.647053470214789144E+02    0.892532582022256271E+00    0.758177973303550190E+00    0.323419076816532758E+00    0.701074212512515921E-01    0.522648685178166943E+02    0.132086452327014270E+00   -0.786671630369340846E+00    0.214072782737297773E+01   -0.986651699719560682E-01   -0.345814255672088855E+01
    0.246640622783803542E-03    0.647043547262415757E+02    0.827175255560286260E+00    0.726072872863845697E+00    0.340806122914249277E+00    0.513420479814900646E-01    0.525794340804352203E+02    0.857810203547599986E-01   -0.191940989820296970E+01    0.208796722963604520E+01   -0.305455544585914396E+00   -0.280911102737139284E+01
