Nested Sampling Global Log-Evidence           :   -0.585792163583668923E+02  +/-    0.108083368071382871E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.585792163583668923E+02 +/-    0.108083368071382871E+00
Local Log-Evidence   -0.585792163583668923E+02 +/-    0.108083368071382871E+00

Dim No.       Mean        Sigma
   1    0.714171264113355631E+00    0.935208818162476807E-01
   2    0.699484635770912355E+00    0.380990537268884946E-01
   3    0.290699220758211030E+00    0.436311570925194403E-01
   4    0.428582021397904273E-01    0.259800764584255731E-01
   5    0.534277192403046612E+02    0.105926321315868921E+01
   6    0.749012975340258985E-01    0.421699789096720498E-01
   7   -0.197941810858543921E+01    0.139965801004994916E+01
   8    0.223422602353183075E+01    0.898133111357359987E-01
   9   -0.224589046878311216E+00    0.222547170419107349E+00
  10   -0.452831842657133432E+01    0.134244891356681229E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.783331919613125649E+00
   2    0.713678428656975172E+00
   3    0.266886023040305065E+00
   4    0.810901825246882757E-01
   5    0.522034434748570391E+02
   6    0.135108675117432214E+00
   7   -0.690345765079051432E+00
   8    0.210595545330254108E+01
   9   -0.800818181524576289E-02
  10   -0.337516529292155898E+01

MAP Parameters
Dim No.        Parameter
   1    0.783331919613125649E+00
   2    0.713678428656975172E+00
   3    0.266886023040305065E+00
   4    0.810901825246882757E-01
   5    0.522034434748570391E+02
   6    0.135108675117432214E+00
   7   -0.690345765079051432E+00
   8    0.210595545330254108E+01
   9   -0.800818181524576289E-02
  10   -0.337516529292155898E+01
